year,age,pop,male,female
1969,7,4093268,2084045,2009223
1969,8,4125569,2100915,2024654
1969,9,4093622,2085244,2008378
1969,10,4262865,2170057,2092808
1969,11,4145705,2112957,2032748
1969,12,4165280,2124170,2041110
1969,13,4019792,2044415,1975377
1969,14,4047383,2061448,1985935
1969,15,3955996,2015112,1940884
1969,16,3819366,1944971,1874395
1969,17,3737682,1902111,1835571
1969,18,3676105,1857613,1818492
1969,19,3567070,1800516,1766554
1969,20,3642408,1844686,1797722
1969,21,3540175,1796637,1743538
1969,22,3761493,1894002,1867491
1969,23,2711237,1351152,1360085
1969,24,2824480,1403258,1421222
1969,25,2829895,1408115,1421780
1969,26,2956788,1472615,1484173
1969,27,2642288,1309613,1332675
1969,28,2501601,1238078,1263523
1969,29,2359906,1165212,1194694
1969,30,2444035,1206580,1237455
1969,31,2291001,1132115,1158886
1969,32,2231047,1101488,1129559
1969,33,2188598,1080464,1108134
1969,34,2235511,1101590,1133921
1969,35,2165933,1066748,1099185
1969,36,2206835,1086353,1120482
1969,37,2257746,1109477,1148269
1969,38,2294773,1125249,1169524
1969,39,2326226,1138225,1188001
1969,40,2368232,1157049,1211183
1969,41,2409687,1175720,1233967
1969,42,2438891,1188174,1250717
1969,43,2453350,1193138,1260212
1969,44,2461378,1194831,1266547
1969,45,2469363,1196720,1272643
1969,46,2460507,1190955,1269552
1969,47,2428585,1174775,1253810
1969,48,2381535,1151795,1229740
1969,49,2332481,1127764,1204717
1969,50,2277866,1101080,1176786
1969,51,2228111,1076541,1151570
1969,52,2189984,1057519,1132465
1969,53,2158263,1041451,1116812
1969,54,2120393,1022298,1098095
1969,55,2078471,1000565,1077906
1969,56,2035956,977806,1058150
1969,57,1989460,952489,1036971
1969,58,1937145,924133,1013012
1969,59,1881960,894427,987533
1969,60,1830333,866287,964046
1969,61,1765604,832384,933220
1969,62,1692902,793648,899254
1969,63,1621868,754131,867737
1969,64,1556698,716735,839963
1969,65,1488120,678637,809483
1969,66,1426484,643455,783029
1969,67,1374516,614039,760477
1969,68,1324240,586915,737325
1969,69,1266546,557079,709467
1969,70,1205143,524742,680401
1969,71,1146136,493613,652523
1969,72,1085805,462899,622906
1969,73,1023647,432637,591010
1969,74,960394,402218,558176
1969,75,904503,375963,528540
1969,76,844551,348880,495671
1969,77,774174,317343,456831
1969,78,697112,282976,414136
1969,79,623926,250690,373236
1969,80,559029,222159,336870
1969,81,495767,194665,301102
1969,82,439600,170176,269424
1969,83,389645,148393,241252
1969,84,343637,128851,214786
1969,85,1307490,458991,848499
1970,0,3508096,1790508,1717588
1970,1,3401442,1732276,1669166
1970,2,3295270,1681618,1613652
1970,3,3406502,1735078,1671424
1970,4,3554881,1811647,1743234
1970,5,3756969,1913750,1843219
1970,6,3946319,2010401,1935918
1970,7,4019585,2048658,1970927
1970,8,4032394,2055054,1977340
1970,9,4164170,2123832,2040338
1970,10,4263921,2173641,2090280
1970,11,4138932,2106867,2032065
1970,12,4175165,2128690,2046475
1970,13,4174574,2125671,2048903
1970,14,4100251,2087598,2012653
1970,15,4043855,2061974,1981881
1970,16,3931856,2000789,1931067
1970,17,3847703,1957587,1890116
1970,18,3781499,1913716,1867783
1970,19,3728184,1881903,1846281
1970,20,3653488,1848135,1805353
1970,21,3556227,1800203,1756024
1970,22,3494642,1757295,1737347
1970,23,3716091,1860521,1855570
1970,24,2781658,1388785,1392873
1970,25,2802151,1396499,1405652
1970,26,2804268,1393335,1410933
1970,27,3000699,1488871,1511828
1970,28,2641863,1309125,1332738
1970,29,2487167,1233264,1253903
1970,30,2487628,1231863,1255765
1970,31,2320918,1147209,1173709
1970,32,2305215,1136720,1168495
1970,33,2218979,1092276,1126703
1970,34,2254644,1107491,1147153
1970,35,2225239,1096039,1129200
1970,36,2184809,1072198,1112611
1970,37,2222057,1086916,1135141
1970,38,2230004,1094009,1135995
1970,39,2292567,1125722,1166845
1970,40,2422721,1184684,1238037
1970,41,2363323,1154549,1208774
1970,42,2397821,1170766,1227055
1970,43,2392199,1164194,1228005
1970,44,2418912,1172484,1246428
1970,45,2465964,1192280,1273684
1970,46,2433301,1175087,1258214
1970,47,2415765,1165018,1250747
1970,48,2448256,1184471,1263785
1970,49,2387341,1156408,1230933
1970,50,2427106,1172397,1254709
1970,51,2299963,1105995,1193968
1970,52,2199245,1060320,1138925
1970,53,2130839,1026314,1104525
1970,54,2108622,1014671,1093951
1970,55,2105906,1011813,1094093
1970,56,2050273,984655,1065618
1970,57,2010442,959529,1050913
1970,58,1942941,925843,1017098
1970,59,1896914,899382,997532
1970,60,1912080,903314,1008766
1970,61,1791616,841000,950616
1970,62,1732996,809970,923026
1970,63,1640281,761967,878314
1970,64,1598736,735620,863116
1970,65,1550071,706601,843470
1970,66,1475305,666122,809183
1970,67,1408965,629797,779168
1970,68,1287308,570692,716616
1970,69,1304600,565585,739015
1970,70,1271974,546846,725128
1970,71,1146673,489228,657445
1970,72,1056582,449521,607061
1970,73,1013178,428927,584251
1970,74,978334,407575,570759
1970,75,919310,380169,539141
1970,76,839268,345547,493721
1970,77,787600,320291,467309
1970,78,699225,281045,418180
1970,79,625561,245642,379919
1970,80,605554,235718,369836
1970,81,539114,208358,330756
1970,82,445989,170352,275637
1970,83,382693,143516,239177
1970,84,338932,125396,213536
1970,85,1430493,496483,934010
1971,0,3601094,1842884,1758210
1971,1,3489276,1778185,1711091
1971,2,3348331,1707607,1640724
1971,3,3337236,1702135,1635101
1971,4,3468031,1765616,1702415
1971,5,3556777,1814863,1741914
1971,6,3787320,1924328,1862992
1971,7,3977564,2029736,1947828
1971,8,3974264,2026653,1947611
1971,9,4099362,2090131,2009231
1971,10,4333927,2211594,2122333
1971,11,4139134,2109649,2029485
1971,12,4174936,2125557,2049379
1971,13,4192739,2134607,2058132
1971,14,4254445,2167846,2086599
1971,15,4100796,2090576,2010220
1971,16,4019319,2047164,1972155
1971,17,3953863,2009499,1944364
1971,18,3878359,1961661,1916698
1971,19,3836171,1939069,1897102
1971,20,3796605,1924352,1872253
1971,21,3553466,1798547,1754919
1971,22,3509578,1759447,1750131
1971,23,3459578,1728507,1731071
1971,24,3839808,1919125,1920683
1971,25,2756978,1379621,1377357
1971,26,2773244,1380257,1392987
1971,27,2847814,1410743,1437071
1971,28,3003167,1489382,1513785
1971,29,2660149,1319618,1340531
1971,30,2631233,1305577,1325656
1971,31,2367317,1171201,1196116
1971,32,2343542,1154965,1188577
1971,33,2293383,1128265,1165118
1971,34,2281467,1120468,1160999
1971,35,2252836,1105625,1147211
1971,36,2222348,1092536,1129812
1971,37,2184977,1070786,1114191
1971,38,2219512,1085605,1133907
1971,39,2240196,1099596,1140600
1971,40,2304588,1132411,1172177
1971,41,2422420,1185216,1237204
1971,42,2361689,1153960,1207729
1971,43,2386965,1165284,1221681
1971,44,2382516,1158852,1223664
1971,45,2405799,1164862,1240937
1971,46,2450645,1183946,1266699
1971,47,2423579,1169314,1254265
1971,48,2407120,1158749,1248371
1971,49,2454763,1185351,1269412
1971,50,2374820,1148649,1226171
1971,51,2426681,1169835,1256846
1971,52,2288583,1097877,1190706
1971,53,2180835,1049095,1131740
1971,54,2105749,1011693,1094056
1971,55,2082108,998805,1083303
1971,56,2081236,996362,1084874
1971,57,2024298,968525,1055773
1971,58,1982253,941549,1040704
1971,59,1919926,910284,1009642
1971,60,1856716,875491,981225
1971,61,1885972,886880,999092
1971,62,1772301,825184,947117
1971,63,1724388,797520,926868
1971,64,1633125,748868,884257
1971,65,1585875,720541,865334
1971,66,1532190,688795,843395
1971,67,1445724,645396,800328
1971,68,1367181,605096,762085
1971,69,1238556,544330,694226
1971,70,1239995,531810,708185
1971,71,1223707,521292,702415
1971,72,1091316,460001,631315
1971,73,1002799,421251,581548
1971,74,956616,398877,557739
1971,75,924315,378506,545809
1971,76,869665,353216,516449
1971,77,791081,319364,471717
1971,78,745950,297607,448343
1971,79,655410,257870,397540
1971,80,579633,221534,358099
1971,81,567154,215780,351374
1971,82,501102,188680,312422
1971,83,409310,151984,257326
1971,84,346871,126958,219913
1971,85,1487010,509973,977037
1972,0,3305565,1688622,1616943
1972,1,3567411,1823076,1744335
1972,2,3439449,1754942,1684507
1972,3,3392093,1729006,1663087
1972,4,3396835,1732055,1664780
1972,5,3468940,1768012,1700928
1972,6,3582479,1823972,1758507
1972,7,3823954,1946311,1877643
1972,8,3922524,2002702,1919822
1972,9,4048928,2065242,1983686
1972,10,4256429,2171946,2084483
1972,11,4215705,2150606,2065099
1972,12,4166881,2124100,2042781
1972,13,4193163,2132378,2060785
1972,14,4266512,2173042,2093470
1972,15,4257060,2172079,2084981
1972,16,4077625,2075960,2001665
1972,17,4037981,2054479,1983502
1972,18,3975748,2010225,1965523
1972,19,3947500,1995159,1952341
1972,20,3895789,1977039,1918750
1972,21,3696985,1875145,1821840
1972,22,3510975,1761503,1749472
1972,23,3481136,1735631,1745505
1972,24,3568208,1780631,1787577
1972,25,3810706,1909521,1901185
1972,26,2730854,1365035,1365819
1972,27,2815750,1397176,1418574
1972,28,2837491,1404443,1433048
1972,29,3045673,1511490,1534183
1972,30,2795484,1388021,1407463
1972,31,2510244,1244310,1265934
1972,32,2389361,1178649,1210712
1972,33,2329854,1145490,1184364
1972,34,2358520,1158172,1200348
1972,35,2275416,1117237,1158179
1972,36,2245082,1099674,1145408
1972,37,2222773,1091031,1131742
1972,38,2177719,1067160,1110559
1972,39,2237432,1094811,1142621
1972,40,2255241,1107944,1147297
1972,41,2294800,1128037,1166763
1972,42,2421323,1184801,1236522
1972,43,2348590,1147365,1201225
1972,44,2381131,1161746,1219385
1972,45,2368042,1149996,1218046
1972,46,2390643,1156878,1233765
1972,47,2442225,1178902,1263323
1972,48,2410240,1160148,1250092
1972,49,2421471,1163256,1258215
1972,50,2430489,1172460,1258029
1972,51,2381271,1149446,1231825
1972,52,2414096,1161083,1253013
1972,53,2272102,1087932,1184170
1972,54,2155553,1034551,1121002
1972,55,2078269,995366,1082903
1972,56,2058659,983869,1074790
1972,57,2056295,980711,1075584
1972,58,1996197,949895,1046302
1972,59,1964521,928453,1036068
1972,60,1866721,880448,986273
1972,61,1843374,865567,977807
1972,62,1868900,871486,997414
1972,63,1762498,812424,950074
1972,64,1715315,783125,932190
1972,65,1617903,732391,885512
1972,66,1565388,701209,864179
1972,67,1499968,666993,832975
1972,68,1403814,619979,783835
1972,69,1317163,577926,739237
1972,70,1165820,505837,659983
1972,71,1200090,509924,690166
1972,72,1164701,489586,675115
1972,73,1041074,432833,608241
1972,74,946418,390529,555889
1972,75,902220,369129,533091
1972,76,877299,352107,525192
1972,77,821522,326669,494853
1972,78,751913,297834,454079
1972,79,698374,272812,425562
1972,80,600143,229560,370583
1972,81,545217,203574,341643
1972,82,526766,194666,332100
1972,83,462095,169036,293059
1972,84,369492,134037,235455
1972,85,1542441,522129,1020312
1973,0,3128246,1598306,1529940
1973,1,3262329,1664339,1597990
1973,2,3522332,1801880,1720452
1973,3,3485898,1777555,1708343
1973,4,3452041,1759251,1692790
1973,5,3396993,1733648,1663345
1973,6,3491086,1775904,1715182
1973,7,3623683,1848116,1775567
1973,8,3761820,1915608,1846212
1973,9,4005252,2044981,1960271
1973,10,4194673,2141835,2052838
1973,11,4149643,2116561,2033082
1973,12,4236385,2161473,2074912
1973,13,4186826,2132423,2054403
1973,14,4262073,2167663,2094410
1973,15,4273105,2179318,2093787
1973,16,4236799,2158236,2078563
1973,17,4095001,2082759,2012242
1973,18,4052657,2052470,2000187
1973,19,4061281,2052366,2008915
1973,20,3998373,2027942,1970431
1973,21,3797654,1927896,1869758
1973,22,3655348,1838574,1816774
1973,23,3487642,1740925,1746717
1973,24,3582406,1784485,1797921
1973,25,3547445,1774212,1773233
1973,26,3774520,1890311,1884209
1973,27,2771417,1381412,1390005
1973,28,2792958,1384648,1408310
1973,29,2899904,1435995,1463909
1973,30,3177852,1579100,1598752
1973,31,2673715,1326084,1347631
1973,32,2531847,1251222,1280625
1973,33,2373292,1167651,1205641
1973,34,2396127,1176301,1219826
1973,35,2347687,1153346,1194341
1973,36,2262621,1108845,1153776
1973,37,2245782,1098268,1147514
1973,38,2210794,1085319,1125475
1973,39,2203108,1080055,1123053
1973,40,2256186,1105312,1150874
1973,41,2236841,1099258,1137583
1973,42,2294161,1127678,1166483
1973,43,2406060,1177194,1228866
1973,44,2346827,1145684,1201143
1973,45,2365456,1151659,1213797
1973,46,2353253,1142293,1210960
1973,47,2383629,1152399,1231230
1973,48,2424640,1166833,1257807
1973,49,2433195,1168489,1264706
1973,50,2386051,1145262,1240789
1973,51,2445651,1177183,1268468
1973,52,2367807,1139983,1227824
1973,53,2400538,1152729,1247809
1973,54,2246798,1073426,1173372
1973,55,2127097,1017679,1109418
1973,56,2055940,980894,1075046
1973,57,2034584,968657,1065927
1973,58,2027978,961350,1066628
1973,59,1983358,939178,1044180
1973,60,1897202,892288,1004914
1973,61,1865564,876908,988656
1973,62,1827066,850010,977056
1973,63,1859114,859139,999975
1973,64,1750243,796414,953829
1973,65,1698598,765768,932830
1973,66,1594781,711768,883013
1973,67,1530467,678635,851832
1973,68,1458335,641386,816949
1973,69,1353465,592750,760715
1973,70,1232619,533771,698848
1973,71,1134140,487698,646442
1973,72,1139517,476858,662659
1973,73,1119838,464833,655005
1973,74,985307,402041,583266
1973,75,892135,360766,531369
1973,76,857800,343718,514082
1973,77,829257,325651,503606
1973,78,785936,307266,478670
1973,79,700339,271793,428546
1973,80,632789,240281,392508
1973,81,570527,214408,356119
1973,82,501303,180977,320326
1973,83,483987,173413,310574
1973,84,417054,149410,267644
1973,85,1606740,538078,1068662
1974,0,3065474,1569498,1495976
1974,1,3076817,1570345,1506472
1974,2,3227239,1647899,1579340
1974,3,3571284,1825770,1745514
1974,4,3545915,1808096,1737819
1974,5,3450079,1759446,1690633
1974,6,3414384,1739690,1674694
1974,7,3536215,1801922,1734293
1974,8,3555210,1813938,1741272
1974,9,3849313,1959733,1889580
1974,10,4139447,2116231,2023216
1974,11,4098453,2091570,2006883
1974,12,4162888,2123640,2039248
1974,13,4258683,2171634,2087049
1974,14,4251081,2164826,2086255
1974,15,4273266,2176425,2096841
1974,16,4257208,2167279,2089929
1974,17,4253657,2165123,2088534
1974,18,4102644,2078357,2024287
1974,19,4154823,2103515,2051308
1974,20,4102553,2079336,2023217
1974,21,3900766,1978049,1922717
1974,22,3756547,1891536,1865011
1974,23,3635084,1819445,1815639
1974,24,3580457,1785697,1794760
1974,25,3566868,1779778,1787090
1974,26,3515744,1757251,1758493
1974,27,3824862,1910697,1914165
1974,28,2737606,1363026,1374580
1974,29,2876037,1426005,1450032
1974,30,3007714,1491520,1516194
1974,31,3047968,1512763,1535205
1974,32,2694785,1332434,1362351
1974,33,2512797,1238332,1274465
1974,34,2441019,1199576,1241443
1974,35,2380890,1169977,1210913
1974,36,2329766,1142265,1187501
1974,37,2264038,1107510,1156528
1974,38,2229425,1090421,1139004
1974,39,2244801,1102278,1142523
1974,40,2225105,1092267,1132838
1974,41,2229195,1092257,1136938
1974,42,2236552,1098833,1137719
1974,43,2277211,1119047,1158164
1974,44,2408506,1177409,1231097
1974,45,2330127,1134446,1195681
1974,46,2351167,1144326,1206841
1974,47,2348110,1138635,1209475
1974,48,2362543,1137849,1224694
1974,49,2456746,1179327,1277419
1974,50,2386889,1145685,1241204
1974,51,2409373,1153747,1255626
1974,52,2431597,1167346,1264251
1974,53,2356947,1133213,1223734
1974,54,2375247,1138497,1236750
1974,55,2217740,1056334,1161406
1974,56,2106654,1004156,1102498
1974,57,2033465,966524,1066941
1974,58,2006778,948945,1057833
1974,59,2021247,953628,1067619
1974,60,1903449,897373,1006076
1974,61,1910517,896311,1014206
1974,62,1851218,861881,989337
1974,63,1816165,837780,978385
1974,64,1846090,842754,1003336
1974,65,1732362,778637,953725
1974,66,1675017,744987,930030
1974,67,1558455,689230,869225
1974,68,1490560,653640,836920
1974,69,1407520,614323,793197
1974,70,1258581,543806,714775
1974,71,1211742,521330,690412
1974,72,1074128,454388,619740
1974,73,1100498,454759,645739
1974,74,1065364,434255,631109
1974,75,932416,372938,559478
1974,76,851913,337013,514900
1974,77,811685,318197,493488
1974,78,798790,308946,489844
1974,79,731586,280268,451318
1974,80,627172,236160,391012
1974,81,611424,229348,382076
1974,82,525655,191234,334421
1974,83,456169,158822,297347
1974,84,434142,152316,281826
1974,85,1706304,565110,1141194
1975,0,3152345,1613362,1538983
1975,1,3005595,1537368,1468227
1975,2,3051605,1558624,1492981
1975,3,3276743,1672052,1604691
1975,4,3635195,1858627,1776568
1975,5,3545888,1808967,1736921
1975,6,3467501,1765972,1701529
1975,7,3467426,1769713,1697713
1975,8,3463857,1765690,1698167
1975,9,3649460,1861225,1788235
1975,10,3972391,2025616,1946775
1975,11,4056388,2072501,1983887
1975,12,4106910,2096340,2010570
1975,13,4189041,2136544,2052497
1975,14,4321156,2202701,2118455
1975,15,4268471,2176953,2091518
1975,16,4263489,2167141,2096348
1975,17,4274385,2174735,2099650
1975,18,4255537,2158921,2096616
1975,19,4222944,2139153,2083791
1975,20,4187886,2125555,2062331
1975,21,4007933,2030220,1977713
1975,22,3862914,1943597,1919317
1975,23,3742778,1876070,1866708
1975,24,3725325,1863415,1861910
1975,25,3572437,1783915,1788522
1975,26,3538718,1764628,1774090
1975,27,3564531,1777014,1787517
1975,28,3762889,1877464,1885425
1975,29,2841781,1414459,1427322
1975,30,2966547,1473201,1493346
1975,31,2893216,1432779,1460437
1975,32,3070791,1519489,1551302
1975,33,2673948,1318337,1355611
1975,34,2586404,1273737,1312667
1975,35,2422829,1192641,1230188
1975,36,2359517,1157233,1202284
1975,37,2333477,1141938,1191539
1975,38,2244458,1098271,1146187
1975,39,2273389,1112141,1161248
1975,40,2272232,1117514,1154718
1975,41,2191105,1075632,1115473
1975,42,2230660,1092573,1138087
1975,43,2218980,1089860,1129120
1975,44,2284183,1121388,1162795
1975,45,2391229,1165327,1225902
1975,46,2317277,1128140,1189137
1975,47,2348673,1142109,1206564
1975,48,2324153,1122162,1201991
1975,49,2403030,1154422,1248608
1975,50,2399716,1151923,1247793
1975,51,2419176,1158542,1260634
1975,52,2395310,1143879,1251431
1975,53,2424569,1162843,1261726
1975,54,2333508,1120060,1213448
1975,55,2346160,1121442,1224718
1975,56,2200058,1044258,1155800
1975,57,2086289,990878,1095411
1975,58,2006936,946856,1060080
1975,59,2006314,944319,1061995
1975,60,1928253,906129,1022124
1975,61,1931107,909091,1022016
1975,62,1899484,882401,1017083
1975,63,1839876,850030,989846
1975,64,1800531,820393,980138
1975,65,1827810,824789,1003021
1975,66,1707370,757324,950046
1975,67,1636899,722362,914537
1975,68,1519930,664590,855340
1975,69,1440341,627086,813255
1975,70,1300705,559832,740873
1975,71,1248110,536585,711525
1975,72,1149406,486414,662992
1975,73,1038666,433625,605041
1975,74,1047781,424518,623263
1975,75,1013748,405468,608280
1975,76,896927,350924,546003
1975,77,807752,312252,495500
1975,78,785263,303543,481720
1975,79,742366,281212,461154
1975,80,650375,241397,408978
1975,81,612719,228547,384172
1975,82,566180,205654,360526
1975,83,479380,168511,310869
1975,84,403527,137075,266452
1975,85,1821040,593777,1227263
1976,0,3115391,1592844,1522547
1976,1,3079357,1574751,1504606
1976,2,2986220,1528249,1457971
1976,3,3100598,1582492,1518106
1976,4,3335549,1702437,1633112
1976,5,3634324,1858764,1775560
1976,6,3560219,1814421,1745798
1976,7,3526690,1799189,1727501
1976,8,3387656,1729528,1658128
1976,9,3562384,1814684,1747700
1976,10,3756460,1919281,1837179
1976,11,3900197,1987259,1912938
1976,12,4055659,2072455,1983204
1976,13,4132265,2109328,2022937
1976,14,4243008,2162627,2080381
1976,15,4340062,2215743,2124319
1976,16,4259631,2167686,2091945
1976,17,4275907,2172544,2103363
1976,18,4265516,2164399,2101117
1976,19,4393025,2228971,2164054
1976,20,4243079,2153490,2089589
1976,21,4093340,2075205,2018135
1976,22,3970413,1995727,1974686
1976,23,3852956,1929992,1922964
1976,24,3826361,1916771,1909590
1976,25,3721512,1862718,1858794
1976,26,3545226,1768962,1776264
1976,27,3585646,1783184,1802462
1976,28,3490185,1737125,1753060
1976,29,3931716,1960519,1971197
1976,30,2912673,1451995,1460678
1976,31,2860541,1418130,1442411
1976,32,2914670,1438603,1476067
1976,33,3043499,1501253,1542246
1976,34,2753188,1356780,1396408
1976,35,2562647,1264785,1297862
1976,36,2396170,1177075,1219095
1976,37,2363665,1156831,1206834
1976,38,2308235,1129991,1178244
1976,39,2296776,1123915,1172861
1976,40,2304558,1129362,1175196
1976,41,2228690,1096034,1132656
1976,42,2192835,1075874,1116961
1976,43,2211075,1082569,1128506
1976,44,2229200,1093594,1135606
1976,45,2266037,1108311,1157726
1976,46,2378001,1159010,1218991
1976,47,2315799,1126282,1189517
1976,48,2320528,1122750,1197778
1976,49,2371690,1141942,1229748
1976,50,2335316,1122078,1213238
1976,51,2440346,1168579,1271767
1976,52,2403540,1147631,1255909
1976,53,2390178,1140373,1249805
1976,54,2400661,1149527,1251134
1976,55,2303077,1102293,1200784
1976,56,2329991,1110195,1219796
1976,57,2179968,1031161,1148807
1976,58,2059645,970546,1089099
1976,59,2011432,944683,1066749
1976,60,1901134,891513,1009621
1976,61,1970410,925398,1045012
1976,62,1921812,895572,1026240
1976,63,1887693,870859,1016834
1976,64,1820831,831159,989672
1976,65,1779323,801253,978070
1976,66,1801871,803146,998725
1976,67,1666707,734266,932441
1976,68,1599695,698043,901652
1976,69,1470385,638650,831735
1976,70,1322033,567126,754907
1976,71,1302736,558895,743841
1976,72,1184467,500451,684016
1976,73,1120924,468772,652152
1976,74,988452,404333,584119
1976,75,996921,395893,601028
1976,76,985573,386492,599081
1976,77,853527,326384,527143
1976,78,783383,298591,484792
1976,79,725770,274785,450985
1976,80,651460,238536,412924
1976,81,643468,237745,405723
1976,82,565230,203857,361373
1976,83,517210,181773,335437
1976,84,422671,145796,276875
1976,85,1896295,605819,1290476
1977,0,3278804,1679661,1599143
1977,1,3031462,1548926,1482536
1977,2,3063419,1567180,1496239
1977,3,3034854,1551964,1482890
1977,4,3155120,1610944,1544176
1977,5,3333554,1701703,1631851
1977,6,3644207,1862542,1781665
1977,7,3625593,1850960,1774633
1977,8,3435855,1753341,1682514
1977,9,3490526,1780461,1710065
1977,10,3656833,1866707,1790126
1977,11,3695735,1886591,1809144
1977,12,3891370,1983142,1908228
1977,13,4081028,2086076,1994952
1977,14,4178966,2131155,2047811
1977,15,4264166,2176820,2087346
1977,16,4333169,2206848,2126321
1977,17,4268477,2171505,2096972
1977,18,4257434,2158589,2098845
1977,19,4417073,2242052,2175021
1977,20,4400497,2236042,2164455
1977,21,4149501,2102784,2046717
1977,22,4056115,2041230,2014885
1977,23,3964026,1984536,1979490
1977,24,3929083,1967682,1961401
1977,25,3826800,1917930,1908870
1977,26,3693845,1848204,1845641
1977,27,3589831,1787145,1802686
1977,28,3494422,1735305,1759117
1977,29,3672595,1826754,1845841
1977,30,4000734,1999444,2001290
1977,31,2815514,1401181,1414333
1977,32,2880847,1423372,1457475
1977,33,2887476,1420466,1467010
1977,34,3136162,1546988,1589174
1977,35,2722642,1345672,1376970
1977,36,2528601,1245611,1282990
1977,37,2400270,1176678,1223592
1977,38,2332394,1142294,1190100
1977,39,2369817,1160299,1209518
1977,40,2331327,1143244,1188083
1977,41,2251042,1103131,1147911
1977,42,2230600,1096365,1134235
1977,43,2171159,1064894,1106265
1977,44,2224619,1087887,1136732
1977,45,2209811,1079531,1130280
1977,46,2253199,1102380,1150819
1977,47,2377766,1157794,1219972
1977,48,2284194,1104687,1179507
1977,49,2376177,1146494,1229683
1977,50,2294077,1105292,1188785
1977,51,2383193,1142330,1240863
1977,52,2424062,1157446,1266616
1977,53,2401390,1146038,1255352
1977,54,2366486,1127439,1239047
1977,55,2369269,1131316,1237953
1977,56,2287932,1091284,1196648
1977,57,2310159,1097108,1213051
1977,58,2154049,1010201,1143848
1977,59,2070191,971123,1099068
1977,60,1893305,886044,1007261
1977,61,1955363,916932,1038431
1977,62,1963589,912479,1051110
1977,63,1909245,884269,1024976
1977,64,1866559,851027,1015532
1977,65,1798332,811707,986625
1977,66,1751748,779215,972533
1977,67,1758964,780124,978840
1977,68,1631626,710755,920871
1977,69,1549926,672465,877461
1977,70,1340517,573232,767285
1977,71,1335833,571906,763927
1977,72,1236501,520873,715628
1977,73,1162381,485424,676957
1977,74,1072264,439415,632849
1977,75,938830,376042,562788
1977,76,973432,378492,594940
1977,77,944545,362430,582115
1977,78,834999,315332,519667
1977,79,723205,269800,453405
1977,80,628694,229347,399347
1977,81,652138,238281,413857
1977,82,594765,211889,382876
1977,83,515163,179350,335813
1977,84,456302,157832,298470
1977,85,1991680,627118,1364562
1978,0,3326388,1702179,1624209
1978,1,3178511,1627354,1551157
1978,2,3022264,1544519,1477745
1978,3,3117040,1593363,1523677
1978,4,3090801,1581422,1509379
1978,5,3156246,1611500,1544746
1978,6,3343315,1706027,1637288
1978,7,3721084,1905153,1815931
1978,8,3527457,1801291,1726166
1978,9,3551925,1810557,1741368
1978,10,3578599,1829660,1748939
1978,11,3609470,1840620,1768850
1978,12,3684367,1881078,1803289
1978,13,3921073,1999380,1921693
1978,14,4126053,2106467,2019586
1978,15,4208291,2149534,2058757
1978,16,4266046,2172026,2094020
1978,17,4345269,2212650,2132619
1978,18,4247327,2157421,2089906
1978,19,4429193,2246605,2182588
1978,20,4417809,2244121,2173688
1978,21,4312079,2186210,2125869
1978,22,4118791,2071583,2047208
1978,23,4059239,2034328,2024911
1978,24,4038042,2020740,2017302
1978,25,3939843,1972546,1967297
1978,26,3804556,1905656,1898900
1978,27,3742779,1868134,1874645
1978,28,3487909,1733155,1754754
1978,29,3707919,1839260,1868659
1978,30,3720727,1854972,1865755
1978,31,3881900,1936590,1945310
1978,32,2839749,1408170,1431579
1978,33,2858221,1407063,1451158
1978,34,2979500,1466213,1513287
1978,35,3100910,1534971,1565939
1978,36,2685064,1324431,1360633
1978,37,2537539,1247084,1290455
1978,38,2366745,1160936,1205809
1978,39,2406607,1178421,1228186
1978,40,2412529,1183724,1228805
1978,41,2271342,1113495,1157847
1978,42,2256218,1104651,1151567
1978,43,2209173,1085242,1123931
1978,44,2190694,1072835,1117859
1978,45,2206330,1073660,1132670
1978,46,2200002,1075138,1124864
1978,47,2256874,1103004,1153870
1978,48,2345248,1134845,1210403
1978,49,2349475,1132835,1216640
1978,50,2289787,1105763,1184024
1978,51,2351038,1129752,1221286
1978,52,2368039,1131416,1236623
1978,53,2426806,1158337,1268469
1978,54,2380002,1134181,1245821
1978,55,2336478,1109728,1226750
1978,56,2357458,1121799,1235659
1978,57,2271458,1079806,1191652
1978,58,2287211,1076559,1210652
1978,59,2172836,1014683,1158153
1978,60,1937220,905800,1031420
1978,61,1961844,918861,1042983
1978,62,1950836,904679,1046157
1978,63,1951261,901900,1049361
1978,64,1885688,863458,1022230
1978,65,1842735,831060,1011675
1978,66,1768230,788633,979597
1978,67,1706417,755703,950714
1978,68,1726241,757283,968958
1978,69,1581887,685353,896534
1978,70,1403978,599359,804619
1978,71,1364772,582857,781915
1978,72,1266367,531577,734790
1978,73,1221003,508535,712468
1978,74,1113647,455364,658283
1978,75,1021824,410407,611417
1978,76,911426,356556,554870
1978,77,931770,354026,577744
1978,78,935241,356824,578417
1978,79,770914,285253,485661
1978,80,617301,221123,396178
1978,81,632018,230671,401347
1978,82,600711,211198,389513
1978,83,540861,185783,355078
1978,84,449750,154337,295413
1978,85,2094958,652137,1442821
1979,0,3426309,1752964,1673345
1979,1,3211427,1642762,1568665
1979,2,3173548,1624899,1548649
1979,3,3077017,1571224,1505793
1979,4,3174581,1623880,1550701
1979,5,3092294,1581859,1510435
