year,age,pop,male,female
2013,45,4070522,2020951,2049571
2013,46,4077717,2018335,2059382
2013,47,4157081,2058787,2098294
2013,48,4410792,2182319,2228473
2013,49,4495612,2215408,2280204
2013,50,4495099,2210678,2284421
2013,51,4488150,2204455,2283695
2013,52,4545746,2227525,2318221
2013,53,4587606,2252624,2334982
2013,54,4436394,2169210,2267184
2013,55,4412604,2153054,2259550
2013,56,4365668,2123185,2242483
2013,57,4211538,2041913,2169625
2013,58,4177929,2022544,2155385
2013,59,4009527,1930382,2079145
2013,60,3860100,1854196,2005904
2013,61,3712717,1781209,1931508
2013,62,3601304,1720137,1881167
2013,63,3519573,1680940,1838633
2013,64,3416465,1627607,1788858
2013,65,3383252,1611115,1772137
2013,66,3527836,1679066,1848770
2013,67,2606024,1231738,1374286
2013,68,2571601,1209022,1362579
2013,69,2505262,1171820,1333442
2013,70,2563981,1194739,1369242
2013,71,2236637,1034974,1201663
2013,72,2044816,936886,1107930
2013,73,1934694,882090,1052604
2013,74,1820505,828872,991633
2013,75,1743292,784977,958315
2013,76,1607051,716553,890498
2013,77,1534528,677294,857234
2013,78,1470808,640230,830578
2013,79,1320178,568944,751234
2013,80,1276090,541617,734473
2013,81,1217537,508906,708631
2013,82,1158273,475562,682711
2013,83,1108791,445788,663003
2013,84,997909,393067,604842
2013,85,931565,357018,574547
2013,86,847475,316753,530722
2013,87,751027,272060,478967
2013,88,674795,235944,438851
2013,89,584825,198357,386468
2013,90,494117,163349,330768
2013,91,417092,132372,284720
2013,92,342273,105351,236922
2013,93,266525,77821,188704
2013,94,194772,54516,140256
2013,95,153823,40837,112986
2013,96,108873,27439,81434
2013,97,79912,18681,61231
2013,98,56992,12646,44346
2013,99,39248,8150,31098
2013,100,66139,12273,53866
2014,0,3954786,2024510,1930276
2014,1,3948892,2018513,1930379
2014,2,3958708,2023750,1934958
2014,3,4005932,2049251,1956681
2014,4,4004035,2043528,1960507
2014,5,4004571,2042786,1961785
2014,6,4133374,2109357,2024017
2014,7,4152671,2121430,2031241
2014,8,4118353,2104331,2014022
2014,9,4106085,2096382,2009703
2014,10,4114582,2099051,2015531
2014,11,4084486,2082849,2001637
2014,12,4067268,2074315,1992953
2014,13,4168198,2127338,2040860
2014,14,4231541,2163573,2067968
2014,15,4163079,2128124,2034955
2014,16,4166238,2130073,2036165
2014,17,4182293,2136860,2045433
2014,18,4221746,2162271,2059475
2014,19,4321249,2218097,2103152
2014,20,4411460,2266737,2144723
2014,21,4480861,2307313,2173548
2014,22,4604726,2365346,2239380
2014,23,4692962,2398453,2294509
2014,24,4687077,2390079,2296998
2014,25,4502023,2293548,2208475
2014,26,4398014,2236677,2161337
2014,27,4325770,2197381,2128389
2014,28,4346330,2204570,2141760
2014,29,4383356,2215778,2167578
2014,30,4248227,2138487,2109740
2014,31,4315821,2168145,2147676
2014,32,4315699,2163823,2151876
2014,33,4269846,2137089,2132757
2014,34,4355717,2188226,2167491
2014,35,4085952,2043201,2042751
2014,36,4006330,2000888,2005442
2014,37,3966497,1974933,1991564
2014,38,3850942,1917835,1933107
2014,39,3971497,1981213,1990284
2014,40,3848087,1911625,1936462
2014,41,3908070,1935214,1972856
2014,42,4086109,2026315,2059794
2014,43,4321631,2141952,2179679
2014,44,4377751,2178426,2199325
2014,45,4149789,2060846,2088943
2014,46,4064470,2016231,2048239
2014,47,4070739,2013213,2057526
2014,48,4147945,2052376,2095569
2014,49,4399110,2174363,2224747
2014,50,4481212,2205872,2275340
2014,51,4478223,2199644,2278579
2014,52,4469592,2192495,2277097
2014,53,4525069,2214176,2310893
2014,54,4564933,2237870,2327063
2014,55,4412051,2153432,2258619
2014,56,4385972,2135769,2250203
2014,57,4337386,2104858,2232528
2014,58,4182257,2022937,2159320
2014,59,4147266,2002641,2144625
2014,60,3977732,1909900,2067832
2014,61,3826919,1832858,1994061
2014,62,3678575,1759258,1919317
2014,63,3565726,1697523,1868203
2014,64,3482828,1657978,1824850
2014,65,3377646,1603988,1773658
2014,66,3341609,1586232,1755377
2014,67,3480983,1651225,1829758
2014,68,2568311,1209280,1359031
2014,69,2531221,1185270,1345951
2014,70,2462460,1146943,1315517
2014,71,2517174,1167821,1349353
2014,72,2192013,1009446,1182567
2014,73,1999978,911650,1088328
2014,74,1887914,856115,1031799
2014,75,1772007,802083,969924
2014,76,1692284,757206,935078
2014,77,1555048,688704,866344
2014,78,1479551,648218,831333
2014,79,1412549,609889,802660
2014,80,1262012,539014,722998
2014,81,1214231,510281,703950
2014,82,1151948,476217,675731
2014,83,1088632,441560,647072
2014,84,1034570,410436,624134
2014,85,923190,358403,564787
2014,86,853929,322082,531847
2014,87,769072,282503,486569
2014,88,673928,239587,434341
2014,89,598390,205009,393381
2014,90,511592,169753,341839
2014,91,426027,137627,288400
2014,92,353533,109402,244131
2014,93,285467,85608,199859
2014,94,217821,61813,156008
2014,95,156572,42617,113955
2014,96,120940,31144,89796
2014,97,83389,20388,63001
2014,98,59979,13560,46419
2014,99,41679,8982,32697
2014,100,72136,13703,58433
2015,0,3983965,2037643,1946322
2015,1,3973192,2033709,1939483
2015,2,3966330,2027455,1938875
2015,3,3974354,2031614,1942740
2015,4,4020264,2056377,1963887
2015,5,4017585,2050282,1967303
2015,6,4017408,2049269,1968139
2015,7,4145890,2115700,2030190
2015,8,4165010,2127673,2037337
2015,9,4130850,2110629,2020221
2015,10,4118758,2102659,2016099
2015,11,4126853,2105239,2021614
2015,12,4096692,2089028,2007664
2015,13,4080243,2080793,1999450
2015,14,4182341,2134547,2047794
2015,15,4248058,2172003,2076055
2015,16,4182107,2137939,2044168
2015,17,4189775,2142389,2047386
2015,18,4211012,2152179,2058833
2015,19,4252218,2179093,2073125
2015,20,4349935,2233576,2116359
2015,21,4441331,2282517,2158814
2015,22,4514270,2324623,2189647
2015,23,4639623,2382897,2256726
2015,24,4727273,2414932,2312341
2015,25,4720482,2405454,2315028
2015,26,4534640,2308343,2226297
2015,27,4429797,2251108,2178689
2015,28,4355768,2211453,2144315
2015,29,4374175,2217929,2156246
2015,30,4409166,2228011,2181155
2015,31,4271733,2150105,2121628
2015,32,4336582,2178643,2157939
2015,33,4334080,2172840,2161240
2015,34,4286357,2144864,2141493
2015,35,4369587,2194562,2175025
2015,36,4097338,2048178,2049160
2015,37,4016464,2005183,2011281
2015,38,3975186,1978349,1996837
2015,39,3858343,1920619,1937724
2015,40,3976967,1983091,1993876
2015,41,3852433,1912805,1939628
2015,42,3910645,1935464,1975181
2015,43,4086686,2025757,2060929
2015,44,4320358,2140291,2180067
2015,45,4373961,2175121,2198840
2015,46,4144580,2056693,2087887
2015,47,4058161,2011534,2046627
2015,48,4062643,2007604,2055039
2015,49,4137833,2045463,2092370
2015,50,4385725,2165544,2220181
2015,51,4465234,2195423,2269811
2015,52,4460502,2188213,2272289
2015,53,4449929,2179737,2270192
2015,54,4502864,2199599,2303265
2015,55,4540553,2221954,2318599
2015,56,4385823,2136505,2249318
2015,57,4357770,2117662,2240108
2015,58,4307288,2085597,2221691
2015,59,4151179,2002834,2148345
2015,60,4114449,1981423,2133026
2015,61,3943386,1887794,2055592
2015,62,3791492,1810263,1981229
2015,63,3641819,1735951,1905868
2015,64,3527662,1673658,1854004
2015,65,3443249,1633701,1809548
2015,66,3336059,1578771,1757288
2015,67,3296821,1559379,1737442
2015,68,3431071,1621545,1809526
2015,69,2527820,1185337,1342483
2015,70,2487798,1160063,1327735
2015,71,2416513,1120566,1295947
2015,72,2465904,1138608,1327296
2015,73,2142810,981728,1161082
2015,74,1950617,884319,1066298
2015,75,1836635,828018,1008617
2015,76,1718862,773254,945608
2015,77,1636338,727331,909007
2015,78,1498120,658622,839498
2015,79,1419595,616955,802640
2015,80,1349127,577353,771774
2015,81,1199043,507126,691917
2015,82,1147239,476964,670275
2015,83,1080801,441480,639321
2015,84,1013576,405734,607842
2015,85,955170,373541,581629
2015,86,844041,322633,521408
2015,87,772675,286518,486157
2015,88,688044,248104,439940
2015,89,595185,207440,387745
2015,90,521392,174869,346523
2015,91,438974,142373,296601
2015,92,359665,113480,246185
2015,93,292763,88290,204473
2015,94,232218,67846,164372
2015,95,173128,47736,125392
2015,96,122354,32422,89932
2015,97,92140,23045,69095
2015,98,61687,14663,47024
2015,99,43464,9516,33948
2015,100,76798,15059,61739
2016,0,3955192,2021693,1933499
2016,1,4003594,2047521,1956073
2016,2,3991543,2043165,1948378
2016,3,3982719,2035766,1946953
2016,4,3989317,2039084,1950233
2016,5,4034325,2063414,1970911
2016,6,4030894,2057031,1973863
2016,7,4030394,2055836,1974558
2016,8,4158761,2122190,2036571
2016,9,4178022,2134235,2043787
2016,10,4144072,2117162,2026910
2016,11,4131514,2109124,2022390
2016,12,4139568,2111734,2027834
2016,13,4110339,2095866,2014473
2016,14,4095187,2088424,2006763
2016,15,4199515,2143316,2056199
2016,16,4267900,2182224,2085676
2016,17,4206845,2150928,2055917
2016,18,4219736,2158419,2061317
2016,19,4241532,2168557,2072975
2016,20,4280974,2194194,2086780
2016,21,4379876,2248997,2130879
2016,22,4474812,2299500,2175312
2016,23,4549421,2342064,2207357
2016,24,4673465,2398533,2274932
2016,25,4760640,2430029,2330611
2016,26,4752063,2419331,2332732
2016,27,4565290,2321904,2243386
2016,28,4458321,2263961,2194360
2016,29,4382285,2223644,2158641
2016,30,4399278,2229540,2169738
2016,31,4431220,2238557,2192663
2016,32,4291082,2159517,2131565
2016,33,4353926,2186666,2167260
2016,34,4349411,2179705,2169706
2016,35,4299148,2150464,2148684
2016,36,4379832,2198549,2181283
2016,37,4106086,2051368,2054718
2016,38,4024381,2007943,2016438
2016,39,3981529,1980240,2001289
2016,40,3863180,1921928,1941252
2016,41,3980464,1983519,1996945
2016,42,3854650,1912705,1941945
2016,43,3910593,1934366,1976227
2016,44,4085258,2023807,2061451
2016,45,4316196,2136459,2179737
2016,46,4368043,2170380,2197663
2016,47,4137815,2051606,2086209
2016,48,4049911,2005602,2044309
2016,49,4052713,2000754,2051959
2016,50,4125155,2036876,2088279
2016,51,4370171,2155255,2214916
2016,52,4447792,2183985,2263807
2016,53,4440759,2175310,2265449
2016,54,4428032,2165344,2262688
2016,55,4478253,2183614,2294639
2016,56,4513951,2204850,2309101
2016,57,4357590,2118381,2239209
2016,58,4327523,2098260,2229263
2016,59,4275027,2064932,2210095
2016,60,4117822,1981382,2136440
2016,61,4079088,1958678,2120410
2016,62,3907097,1864672,2042425
2016,63,3753816,1786325,1967491
2016,64,3602450,1711138,1891312
2016,65,3487278,1648673,1838605
2016,66,3401348,1608149,1793199
2016,67,3291714,1552195,1739519
2016,68,3249412,1531196,1718216
2016,69,3377704,1590002,1787702
2016,70,2485189,1160428,1324761
2016,71,2443419,1134475,1308944
2016,72,2369270,1093524,1275746
2016,73,2412822,1108568,1304254
2016,74,2091825,953290,1138535
2016,75,1899583,856260,1043323
2016,76,1783719,799299,984420
2016,77,1664040,743766,920274
2016,78,1578721,696684,882037
2016,79,1439602,627911,811691
2016,80,1358070,585150,772920
2016,81,1284470,544430,740040
2016,82,1134886,474935,659951
2016,83,1079060,443433,635627
2016,84,1008889,406835,602054
2016,85,938258,370342,567916
2016,86,876311,337507,538804
2016,87,766435,288152,478283
2016,88,693994,252708,441286
2016,89,610573,215899,394674
2016,90,520996,177824,343172
2016,91,450017,147570,302447
2016,92,372864,118076,254788
2016,93,300374,92464,207910
2016,94,239615,70332,169283
2016,95,186678,53099,133579
2016,96,135740,36318,99422
2016,97,94466,24377,70089
2016,98,69296,16824,52472
2016,99,44967,10391,34576
2016,100,82379,16493,65886
2017,0,3893945,1991849,1902096
2017,1,3973803,2031036,1942767
2017,2,4020825,2056328,1964497
2017,3,4006802,2050824,1955978
2017,4,3996592,2042707,1953885
2017,5,4002285,2045608,1956677
2017,6,4046625,2069663,1976962
2017,7,4042957,2063187,1979770
2017,8,4042250,2061858,1980392
2017,9,4170820,2128306,2042514
2017,10,4190254,2140293,2049961
2017,11,4155802,2123122,2032680
2017,12,4143257,2115126,2028131
2017,13,4152283,2118067,2034216
2017,14,4124198,2102906,2021292
2017,15,4111285,2096690,2014595
2017,16,4218086,2152936,2065150
2017,17,4290946,2194348,2096598
2017,18,4234551,2165658,2068893
2017,19,4248464,2173863,2074601
2017,20,4266986,2181385,2085601
2017,21,4306515,2206569,2099946
2017,22,4408804,2262883,2145921
2017,23,4504903,2313281,2191622
2017,24,4578456,2354506,2223950
2017,25,4701396,2410032,2291364
2017,26,4787673,2441090,2346583
2017,27,4777879,2429709,2348170
2017,28,4588903,2331697,2257206
2017,29,4480324,2273373,2206951
2017,30,4402859,2232572,2170287
2017,31,4417496,2237945,2179551
2017,32,4446712,2245784,2200928
2017,33,4305136,2165649,2139487
2017,34,4366240,2191802,2174438
2017,35,4358839,2183195,2175644
2017,36,4306255,2152568,2153687
2017,37,4385828,2200099,2185729
2017,38,4111226,2052409,2058817
2017,39,4028306,2008416,2019890
2017,40,3983824,1980069,2003755
2017,41,3864969,1921339,1943630
2017,42,3980816,1982205,1998611
2017,43,3853250,1910842,1942408
2017,44,3907893,1931620,1976273
2017,45,4080348,2019696,2060652
2017,46,4309081,2131223,2177858
2017,47,4359465,2164250,2195215
2017,48,4128210,2044963,2083247
2017,49,4039082,1998310,2040772
2017,50,4039446,1992020,2047426
2017,51,4109944,2027025,2082919
2017,52,4352576,2143940,2208636
2017,53,4427431,2170769,2256662
2017,54,4418178,2160713,2257465
2017,55,4403109,2149254,2253855
2017,56,4451318,2166333,2284985
2017,57,4484471,2186051,2298420
2017,58,4326625,2098626,2227999
2017,59,4294387,2076940,2217447
2017,60,4239714,2042360,2197354
2017,61,4081356,1958114,2123242
2017,62,4040739,1934180,2106559
2017,63,3867581,1839800,2027781
2017,64,3712619,1760630,1951989
2017,65,3560160,1684992,1875168
2017,66,3444063,1622470,1821593
2017,67,3356013,1580939,1775074
2017,68,3244182,1523933,1720249
2017,69,3198582,1501234,1697348
2017,70,3320393,1556705,1763688
2017,71,2440099,1134416,1305683
2017,72,2395620,1107104,1288516
2017,73,2318273,1064688,1253585
2017,74,2355298,1076512,1278786
2017,75,2036694,922912,1113782
2017,76,1844686,826485,1018201
2017,77,1726841,768829,958012
2017,78,1605304,712433,892871
2017,79,1517003,664209,852794
2017,80,1377095,595525,781570
2017,81,1292937,551854,741083
2017,82,1215766,509900,705866
2017,83,1067044,441402,625642
2017,84,1007456,408807,598649
2017,85,933883,371378,562505
2017,86,860644,334595,526049
2017,87,795887,301537,494350
2017,88,688305,254213,434092
2017,89,615862,219957,395905
2017,90,534601,185143,349458
2017,91,449471,150051,299420
2017,92,382354,122436,259918
2017,93,311381,96180,215201
2017,94,246146,73836,172310
2017,95,192195,54872,137323
2017,96,146772,40608,106164
2017,97,103947,26978,76969
2017,98,71460,17985,53475
2017,99,50722,11958,38764
2017,100,86784,17943,68841
2018,0,3848208,1968505,1879703
2018,1,3912900,2001387,1911513
2018,2,3991437,2040071,1951366
2018,3,4036562,2064235,1972327
2018,4,4021168,2058004,1963164
2018,5,4010118,2049511,1960607
2018,6,4015259,2052229,1963030
2018,7,4059363,2076156,1983207
2018,8,4055624,2069621,1986003
2018,9,4055278,2068473,1986805
2018,10,4184077,2134896,2049181
2018,11,4203007,2146785,2056222
2018,12,4168485,2129623,2038862
2018,13,4156887,2121925,2034962
2018,14,4167071,2125611,2041460
2018,15,4141218,2111626,2029592
2018,16,4130744,2106746,2023998
2018,17,4241936,2165445,2076491
2018,18,4319722,2209794,2109928
2018,19,4263601,2181297,2082304
2018,20,4273822,2186613,2087209
2018,21,4292514,2193614,2098900
2018,22,4334743,2219586,2115157
2018,23,4438724,2276330,2162394
2018,24,4533776,2325404,2208372
2018,25,4606281,2365722,2240559
2018,26,4728714,2421037,2307677
2018,27,4813980,2451655,2362325
2018,28,4801711,2439423,2362288
2018,29,4611070,2341001,2270069
2018,30,4501282,2282299,2218983
2018,31,4421549,2241062,2180487
2018,32,4433749,2245454,2188295
2018,33,4461246,2252017,2209229
2018,34,4318192,2171039,2147153
2018,35,4376401,2195500,2180901
2018,36,4366923,2185835,2181088
2018,37,4313086,2154545,2158541
2018,38,4391406,2201174,2190232
2018,39,4115771,2053136,2062635
2018,40,4031314,2008548,2022766
2018,41,3986156,1979715,2006441
2018,42,3866067,1920426,1945641
2018,43,3979609,1980368,1999241
2018,44,3851155,1908353,1942802
2018,45,3904041,1928049,1975992
2018,46,4074459,2015066,2059393
2018,47,4301318,2125627,2175691
2018,48,4349714,2157491,2192223
2018,49,4117603,2037762,2079841
2018,50,4026474,1989936,2036538
2018,51,4025069,1982590,2042479
2018,52,4094079,2016677,2077402
2018,53,4333375,2131415,2201960
2018,54,4405567,2156589,2248978
2018,55,4393983,2145020,2248963
2018,56,4377130,2132558,2244572
2018,57,4422810,2148167,2274643
2018,58,4453038,2165907,2287131
2018,59,4294024,2077675,2216349
2018,60,4259361,2054540,2204821
2018,61,4202894,2018812,2184082
2018,62,4043396,1933853,2109543
2018,63,4000235,1908640,2091595
2018,64,3825765,1813691,2012074
2018,65,3669600,1734093,1935507
2018,66,3516436,1658451,1857985
2018,67,3398755,1595396,1803359
2018,68,3307833,1552348,1755485
2018,69,3194269,1494525,1699744
2018,70,3144466,1469752,1674714
2018,71,3260552,1522210,1738342
2018,72,2392283,1106964,1285319
2018,73,2344633,1078210,1266423
2018,74,2263489,1034136,1229353
2018,75,2293604,1042460,1251144
2018,76,1978012,890943,1087069
2018,77,1786181,795142,991039
2018,78,1666402,736686,929716
2018,79,1542867,679443,863424
2018,80,1451583,630172,821411
2018,81,1311488,561875,749613
2018,82,1224165,517114,707051
2018,83,1143669,474179,669490
2018,84,996403,407026,589377
2018,85,933260,373553,559707
2018,86,857115,335767,521348
2018,87,781990,299120,482870
2018,88,715379,266294,449085
2018,89,611251,221521,389730
2018,90,539658,188838,350820
2018,91,461798,156443,305355
2018,92,382081,124601,257480
2018,93,319838,99922,219916
2018,94,255397,76838,178559
2018,95,198075,57897,140178
2018,96,150910,41849,109061
2018,97,113174,30486,82688
2018,98,77872,19597,58275
2018,99,52778,12985,39793
2018,100,93927,19982,73945
2019,0,3848571,1968696,1879875
2019,1,3867008,1977950,1889058
2019,2,3930184,2010227,1919957
2019,3,4006697,2047747,1958950
2019,4,4050393,2071154,1979239
2019,5,4034085,2064492,1969593
2019,6,4022395,2055756,1966639
2019,7,4027276,2058366,1968910
2019,8,4071192,2082175,1989017
2019,9,4067665,2075733,1991932
2019,10,4067494,2074528,1992966
2019,11,4195821,2140853,2054968
2019,12,4214723,2152789,2061934
2019,13,4181189,2135971,2045218
2019,14,4170772,2129020,2041752
2019,15,4183195,2133884,2049311
2019,16,4159834,2121291,2038543
2019,17,4153865,2118927,2034938
2019,18,4269965,2180459,2089506
2019,19,4347634,2224689,2122945
2019,20,4289005,2194351,2094654
2019,21,4299552,2199293,2100259
2019,22,4321595,2207729,2113866
2019,23,4365579,2234100,2131479
2019,24,4468476,2289494,2178982
2019,25,4562165,2337380,2224785
2019,26,4633587,2377033,2256554
2019,27,4755012,2431919,2323093
2019,28,4837718,2461601,2376117
2019,29,4823600,2448826,2374774
2019,30,4631621,2349942,2281679
2019,31,4519449,2290680,2228769
