title,year,runtime,maturity_rating,genre,box_office,rating_imdb,metascore,awards
How to Talk to Girls at Parties,2017,102,R,Musical,0.1,5.7,50,0
I Do... Until I Don't,2017,106,R,Comedy,0.3,4.3,43,0
"I, Tonya",2017,119,R,Biography,30,7.5,77,1
Ingrid Goes West,2017,98,R,Comedy,3,6.6,71,0
It,2017,135,R,Horror,328.9,7.3,69,0
It Comes at Night,2017,91,R,Horror,14,6.2,78,0
Jigsaw,2017,92,R,Horror,38.1,5.7,39,0
John Wick: Chapter 2,2017,122,R,Action,92,7.4,75,0
Jumanji: Welcome to the Jungle,2017,119,PG-13,Comedy,404.5,6.9,58,0
Just Getting Started,2017,91,PG-13,Comedy,6.1,4.5,21,0
Justice League,2017,120,PG-13,Sci-Fi/Fantasy,229,6.1,45,0
Kidnap,2017,95,R,Action,31,5.9,44,0
King Arthur: Legend of the Sword,2017,126,PG-13,Action,39.2,6.7,41,0
Kings,2017,86,R,Romance,0.3,5,34,0
Kingsman: The Golden Circle,2017,141,R,Comedy,100.2,6.7,44,0
Kong: Skull Island,2017,118,PG-13,Sci-Fi/Fantasy,168.1,6.6,62,0
Lady Bird,2017,94,R,Comedy,49,7.4,93,0
Landline,2017,97,R,Comedy,0.9,6.4,66,0
Last Flag Flying,2017,125,R,Comedy,1,6.8,65,0
Life,2017,104,R,Horror,30.2,6.6,54,0
Logan,2017,137,R,Sci-Fi/Fantasy,226.3,8.1,77,0
Logan Lucky,2017,118,PG-13,Comedy,27.8,7,78,0
Loving Vincent,2017,94,PG-13,Animation,6.7,7.8,62,0
Mark Felt: The Man Who Brought Down the White House,2017,103,PG-13,Biography,0.8,6.4,49,0
Marshall,2017,118,PG-13,Biography,10.1,7.2,66,0
Mary Shelley,2017,120,PG-13,Biography,0.1,6.4,49,0
Megan Leavey,2017,116,PG-13,Biography,13.4,7.1,66,0
Menashe,2017,82,PG,Drama,1.7,6.5,81,0
Molly's Game,2017,140,R,Biography,28.8,7.4,71,0
Mother!,2017,121,R,Horror,17.8,6.6,75,0
Murder on the Orient Express,2017,114,PG-13,Mystery,102.8,6.5,52,0
My Cousin Rachel,2017,106,PG-13,Romance,2.7,6,63,0
My Friend Dahmer,2017,107,R,Biography,1.4,6.2,68,0
My Little Pony: The Movie,2017,99,PG,Animation,21.9,6,39,0
Novitiate,2017,123,R,Drama,0.6,6.7,73,0
Only the Brave,2017,134,PG-13,Biography,18.3,7.6,72,0
Paddington 2,2017,103,PG,Family,40.9,7.8,88,0
Papillon,2017,133,R,Biography,2.3,7.2,51,0
Patti Cake$,2017,109,R,Musical,0.8,6.8,67,0
Phantom Thread,2017,130,R,Romance,21.2,7.4,90,1
Phoenix Forgotten,2017,87,PG-13,Horror,3.6,5.3,33,0
Pirates of the Caribbean: Dead Men Tell No Tales,2017,129,PG-13,Sci-Fi/Fantasy,172.6,6.5,39,0
Pitch Perfect 3,2017,93,PG-13,Musical,104.9,5.8,40,0
Power Rangers,2017,124,PG-13,Sci-Fi/Fantasy,85.4,5.9,44,0
Professor Marston & the Wonder Women,2017,108,R,Biography,1.6,7,68,0
Rebel in the Rye,2017,106,PG-13,Biography,0.4,6.6,46,0
Rings,2017,102,PG-13,Horror,27.8,4.5,25,0
"Roman J. Israel, Esq.",2017,122,PG-13,Thriller,12,6.5,58,0
Rough Night,2017,101,R,Comedy,22.1,5.2,51,0
Same Kind of Different as Me,2017,119,PG-13,Biography,6.4,6.6,47,0
Shock and Awe,2017,90,R,Biography,0.1,6.3,47,0
Sleepless,2017,95,R,Action,20.8,5.6,34,0
Smurfs: The Lost Village,2017,90,PG,Animation,45,5.9,40,0
Snatched,2017,90,R,Comedy,45.9,4.6,45,0
Song to Song,2017,129,R,Musical,0.4,5.6,54,0
Spider-Man: Homecoming,2017,133,PG-13,Sci-Fi/Fantasy,334.2,7.4,73,0
Star Wars: Episode VIII - The Last Jedi,2017,152,PG-13,Sci-Fi/Fantasy,620.2,6.9,84,0
Stronger,2017,119,R,Biography,4.2,6.9,76,0
Suburbicon,2017,105,R,Comedy,5.8,5.7,42,0
Table 19,2017,87,PG-13,Comedy,3.6,5.8,40,0
Thank You for Your Service,2017,109,R,Biography,9.5,6.5,68,0
The Beguiled,2017,93,R,Thriller,10.7,6.3,77,0
The Big Sick,2017,120,R,Comedy,42.9,7.5,86,0
The Book of Henry,2017,105,PG-13,Thriller,4.5,6.5,31,0
The Boss Baby,2017,97,PG,Animation,175,6.3,50,0
The Breadwinner,2017,94,PG-13,Animation,0.3,7.7,78,0
The Bye Bye Man,2017,96,PG-13,Horror,22.4,4.3,37,0
The Case for Christ,2017,112,PG,Biography,14.7,6.2,50,0
The Children Act,2017,105,R,Drama,0.5,6.7,62,0
The Circle,2017,110,PG-13,Sci-Fi/Fantasy,20.5,5.3,43,0
The Current War: Director's Cut,2017,108,PG-13,Biography,6,6.5,55,0
The Dark Tower,2017,95,PG-13,Sci-Fi/Fantasy,50.7,5.6,34,0
The Death of Stalin,2017,107,R,Comedy,8,7.2,88,0
The Dinner,2017,120,R,Thriller,1.3,4.5,57,0
The Disaster Artist,2017,104,R,Biography,21.1,7.3,76,0
The Emoji Movie,2017,86,PG,Animation,86.1,3.3,12,0
The Fate of the Furious,2017,136,PG-13,Action,226,6.6,56,0
The Florida Project,2017,111,R,Drama,5.9,7.6,92,0
The Foreigner,2017,113,R,Action,34.4,7,55,0
The Glass Castle,2017,127,PG-13,Biography,17.3,7.1,56,0
The Greatest Showman,2017,105,PG,Biography,174.3,7.5,48,0
The Hero,2017,96,R,Western,4.1,6.5,61,0
The Hitman's Bodyguard,2017,118,R,Comedy,75.5,6.9,47,0
The House,2017,88,R,Comedy,25.6,5.6,30,0
The Last Word,2017,108,R,Comedy,1.8,6.6,40,0
The Lego Batman Movie,2017,104,PG,Animation,175.9,7.3,75,0
The Lego Ninjago Movie,2017,101,PG,Animation,59.4,6,55,0
The Little Hours,2017,90,R,Comedy,1.6,5.8,69,0
The Lovers,2017,97,R,Comedy,2.2,6,76,0
The Mountain Between Us,2017,112,PG-13,Thriller,30.3,6.4,48,0
The Mummy,2017,111,PG-13,Sci-Fi/Fantasy,80.2,5.4,34,0
The Only Living Boy in New York,2017,89,R,Drama,0.6,6.3,33,0
The Ottoman Lieutenant,2017,106,R,Drama,0.2,6.4,26,0
The Post,2017,116,PG-13,Drama,81.9,7.2,83,0
The Resurrection of Gavin Stone,2017,91,PG,Family,2.3,6.2,36,0
The Rider,2017,104,R,Western,2.4,7.4,92,0
The Sense of an Ending,2017,108,PG-13,Mystery,1.3,6.3,61,0
The Shack,2017,132,PG-13,Sci-Fi/Fantasy,57.4,6.2,32,0
The Shape of Water,2017,123,R,Sci-Fi/Fantasy,63.9,7.3,87,4
The Snowman,2017,119,R,Thriller,6.7,5.1,23,0
The Space Between Us,2017,120,PG-13,Sci-Fi/Fantasy,7.9,6.4,33,0
The Star,2017,86,PG,Animation,40.9,6.2,42,0
The Upside,2017,126,PG-13,Comedy,108.3,7,46,0
The Wall,2017,88,R,Action,1.8,6.2,57,0
The Wife,2017,99,R,Drama,9.6,7.2,77,0
The Zookeeper's Wife,2017,127,PG-13,Biography,17.6,7,57,0
Thor: Ragnarok,2017,130,PG-13,Comedy,315.1,7.9,74,0
Thoroughbreds,2017,92,R,Comedy,3.1,6.6,75,0
"Three Billboards Outside Ebbing, Missouri",2017,115,R,Comedy,54.5,8.1,88,2
Tragedy Girls,2017,98,R,Horror,0.1,6,58,0
Transformers: The Last Knight,2017,154,PG-13,Sci-Fi/Fantasy,130.2,5.2,27,0
Tulip Fever,2017,105,R,Romance,2.5,6.2,38,0
Unforgettable,2017,100,R,Thriller,11.4,5.1,45,0
Valerian and the City of a Thousand Planets,2017,136,PG-13,Sci-Fi/Fantasy,41.2,6.4,51,0
Victoria & Abdul,2017,111,PG-13,Biography,22.2,6.8,58,0
Walking Out,2017,95,PG-13,Mystery,0.1,5.8,79,0
War for the Planet of the Apes,2017,140,PG-13,Action,146.9,7.4,82,0
Where Is Kyra?,2017,98,R,Drama,0.1,5.5,72,0
Wilson,2017,94,R,Comedy,0.7,5.8,49,0
Wind River,2017,107,R,Mystery,33.8,7.7,73,0
Wish Upon,2017,90,PG-13,Horror,14.3,5,32,0
Woman Walks Ahead,2017,101,R,Biography,0.1,6.6,51,0
Wonder,2017,113,PG,Family,132.4,7.9,66,0
Wonder Wheel,2017,101,PG-13,Romance,1.4,6.2,45,0
Wonder Woman,2017,141,PG-13,Sci-Fi/Fantasy,412.8,7.4,76,0
Wonderstruck,2017,116,PG,Mystery,1.1,6.2,71,0
xXx: Return of Xander Cage,2017,107,PG-13,Action,44.9,5.2,42,0
You Were Never Really Here,2017,89,R,Drama,2.5,6.8,84,0
12 Strong,2018,130,R,Action,45.8,6.5,54,0
7 Days in Entebbe,2018,107,PG-13,Action,3.3,5.8,49,0
A Boy. A Girl. A Dream.,2018,89,R,Romance,0.1,4.6,65,0
A Kid Like Jake,2018,92,R,Drama,0.1,5.4,58,0
A Private War,2018,110,R,Biography,1.6,6.7,75,0
A Quiet Place,2018,90,PG-13,Horror,188,7.5,82,0
A Simple Favor,2018,117,R,Comedy,53.5,6.8,67,0
A Star Is Born,2018,136,R,Musical,215.3,7.6,88,1
A Wrinkle in Time,2018,109,PG,Family,100.5,4.2,53,0
A-X-L,2018,100,PG,Action,6.5,5.3,29,0
Acrimony,2018,120,R,Horror,43.5,5.8,32,0
Action Point,2018,85,R,Comedy,5.1,5.1,36,0
Adrift,2018,96,PG-13,Biography,31.4,6.6,56,0
All About Nina,2018,97,R,Drama,0.1,6.2,70,0
Alpha,2018,96,PG-13,Action,35.9,6.6,63,0
American Animals,2018,116,R,Biography,2.9,7,68,0
American Woman,2018,111,R,Mystery,0.2,6.8,68,0
Annihilation,2018,115,R,Horror,32.7,6.8,79,0
Ant-Man and the Wasp,2018,118,PG-13,Comedy,216.6,7,70,0
Aquaman,2018,143,PG-13,Sci-Fi/Fantasy,335.1,6.8,55,0
Assassination Nation,2018,108,R,Comedy,2,6,56,0
At Eternity's Gate,2018,111,PG-13,Biography,2.3,6.9,76,0
Avengers: Infinity War,2018,149,PG-13,Sci-Fi/Fantasy,678.8,8.4,68,0
Bad Samaritan,2018,110,R,Horror,3.4,6.4,42,0
Bad Times at the El Royale,2018,141,R,Mystery,17.8,7.1,60,0
Beautiful Boy,2018,120,R,Biography,7.6,7.3,62,0
Being Frank,2018,109,R,Comedy,0.1,6.1,41,0
Beirut,2018,110,R,Action,5,6.4,69,0
Ben Is Back,2018,103,R,Drama,3.7,6.7,66,0
Black Panther,2018,134,PG-13,Sci-Fi/Fantasy,700.4,7.3,88,3
BlacKkKlansman,2018,135,R,Biography,49.3,7.5,83,1
Blaze,2018,129,R,Biography,0.7,6.5,75,0
Blindspotting,2018,95,R,Comedy,4.3,7.4,77,0
Blockers,2018,102,R,Comedy,60.3,6.2,69,0
Bohemian Rhapsody,2018,134,PG-13,Biography,216.7,7.9,49,4
Book Club,2018,104,PG-13,Comedy,68.6,6.1,53,0
Boundaries,2018,104,R,Comedy,0.7,5.4,50,0
Boy Erased,2018,115,R,Biography,6.8,6.9,69,0
Breaking In,2018,88,PG-13,Action,46.8,5.4,42,0
Brian Banks,2018,99,PG-13,Biography,4.4,7.2,58,0
Bumblebee,2018,114,PG-13,Sci-Fi/Fantasy,127.2,6.7,66,0
Burden,2018,117,R,Biography,0.1,6.6,57,0
Can You Ever Forgive Me?,2018,106,R,Biography,8.8,7.1,87,0
Christopher Robin,2018,104,PG,Comedy,99.2,7.2,60,0
City of Lies,2018,112,R,Biography,0.6,6.4,44,0
Colette,2018,111,R,Biography,5.1,6.7,74,0
Crazy Rich Asians,2018,120,PG-13,Comedy,174.8,6.9,74,0
Creed II,2018,130,PG-13,Sport,115.7,7.1,66,0
Damsel,2018,113,R,Western,0.3,5.5,63,0
Deadpool 2,2018,119,R,Comedy,324.6,7.7,66,0
Death Wish,2018,107,R,Action,34,6.3,31,0
Den of Thieves,2018,140,R,Action,44.9,7,49,0
Destroyer,2018,121,R,Action,1.5,6.2,62,0
Dog Days,2018,113,PG,Comedy,6.8,6.2,47,0
"Don't Worry, He Won't Get Far on Foot",2018,114,R,Biography,1.4,6.8,67,0
Early Man,2018,89,PG,Animation,8.3,6.1,68,0
Eighth Grade,2018,93,R,Comedy,13.5,7.4,89,0
El Chicano,2018,144,R,Action,1.4,5.3,46,0
Every Day,2018,97,PG-13,Sci-Fi/Fantasy,6.1,6.4,52,0
Family,2018,85,R,Comedy,0.2,6.3,60,0
Fantastic Beasts: The Crimes of Grindelwald,2018,134,PG-13,Family,159.6,6.5,52,0
Fast Color,2018,100,PG-13,Sci-Fi/Fantasy,0.1,6,64,0
Fifty Shades Freed,2018,105,R,Romance,100.4,4.5,31,0
First Man,2018,141,PG-13,Biography,44.9,7.3,84,1
Forever My Girl,2018,108,PG,Musical,16.4,6.6,36,0
Freaks,2018,105,R,Sci-Fi/Fantasy,0.3,6.7,63,0
Game Night,2018,100,R,Comedy,69.3,6.9,66,0
Giant Little Ones,2018,93,R,Drama,0.2,7.2,67,0
Gloria Bell,2018,102,R,Musical,5.6,6.3,79,0
God Bless the Broken Road,2018,111,PG,Family,2.8,5.6,31,0
God's Not Dead: A Light in Darkness,2018,105,PG,Drama,5.7,4.4,33,0
Goosebumps 2: Slappy's Revenge,2018,90,PG,Sci-Fi/Fantasy,46.7,5.6,53,0
Gotti,2018,112,R,Biography,4.3,4.7,24,0
Green Book,2018,130,PG-13,Biography,85.1,8.2,69,3
Greta,2018,98,R,Thriller,10.5,6,54,0
Gringo,2018,111,R,Comedy,5,6.1,46,0
Halloween,2018,106,R,Horror,159.3,6.5,67,0
Hearts Beat Loud,2018,97,PG-13,Musical,2.4,6.9,65,0
Hell Fest,2018,89,R,Horror,11.1,5.5,26,0
Her Smell,2018,136,R,Musical,0.3,6,69,0
Hereditary,2018,127,R,Horror,44.1,7.3,87,0
High Life,2018,113,R,Horror,1.2,5.8,77,0
High Strung Free Dance,2018,103,PG,Musical,0.1,6.8,43,0
Holmes & Watson,2018,90,PG-13,Comedy,30.6,3.9,24,0
Hotel Artemis,2018,94,R,Action,6.7,6,58,0
Hotel Mumbai,2018,123,R,Action,9.7,7.6,62,0
Hotel Transylvania 3: Summer Vacation,2018,97,PG,Animation,167.5,6.3,54,0
Hunter Killer,2018,121,R,Action,15.8,6.6,43,0
I Can Only Imagine,2018,110,PG,Family,83.5,7.3,30,0
I Feel Pretty,2018,110,PG-13,Comedy,48.8,5.6,48,0
If Beale Street Could Talk,2018,119,R,Romance,14.9,7.1,87,1
Incredibles 2,2018,118,PG,Animation,608.6,7.6,80,0
Indivisible,2018,119,PG-13,Drama,3.5,5.8,53,0
Insidious: The Last Key,2018,103,PG-13,Horror,67.7,5.7,49,0
Instant Family,2018,118,PG-13,Comedy,67.4,7.3,57,0
Isle of Dogs,2018,101,PG-13,Animation,32,7.8,82,0
Johnny English Strikes Again,2018,89,PG,Comedy,4.4,6.2,39,0
"Juliet, Naked",2018,97,R,Musical,3.4,6.6,67,0
Jurassic World: Fallen Kingdom,2018,128,PG-13,Sci-Fi/Fantasy,417.7,6.1,51,0
Kin,2018,102,PG-13,Sci-Fi/Fantasy,5.7,5.8,35,0
Leave No Trace,2018,109,PG,Drama,6,7.1,88,0
Life Itself,2018,117,R,Romance,4.1,6.8,21,0
Life of the Party,2018,105,PG-13,Comedy,53.1,5.5,46,0
Little Italy,2018,102,R,Comedy,1,5.7,28,0
Little Women,2018,112,PG-13,Family,1.4,5.2,40,0
Little Woods,2018,105,R,Western,0.2,6.2,74,0
Lizzie,2018,105,R,Biography,0.6,5.9,59,0
London Fields,2018,118,R,Thriller,0.3,3.9,16,0
"Love, Simon",2018,110,PG-13,Comedy,40.8,7.5,72,0
Mamma Mia! Here We Go Again,2018,114,PG-13,Musical,120.6,6.6,60,0
Mary Magdalene,2018,120,R,Biography,0.1,5.9,48,0
Mary Poppins Returns,2018,130,PG,Family,172,6.7,66,0
Mary Queen of Scots,2018,124,R,Biography,16.5,6.3,60,0
Maze Runner: The Death Cure,2018,143,PG-13,Sci-Fi/Fantasy,58,6.2,50,0
Mia and the White Lion,2018,98,PG,Family,0.4,6.5,52,0
Mid90s,2018,85,R,Comedy,7.4,7.3,66,0
Midnight Sun,2018,91,PG-13,Romance,9.6,6.6,38,0
Mile 22,2018,94,R,Action,36.1,6.1,38,0
Mission: Impossible - Fallout,2018,147,PG-13,Action,220.2,7.7,86,0
Monsters and Men,2018,96,R,Thriller,0.5,6,68,0
Mortal Engines,2018,128,PG-13,Sci-Fi/Fantasy,16,6.1,44,0
Never Goin' Back,2018,85,R,Comedy,0.1,6,62,0
Night School,2018,111,PG-13,Comedy,77.3,5.6,43,0
Nobody's Fool,2018,110,R,Comedy,31.7,4.9,39,0
Nostalgia,2018,114,R,Drama,0.1,5.5,47,0
Ocean's Eight,2018,110,PG-13,Comedy,140.3,6.3,61,0
On the Basis of Sex,2018,120,PG-13,Biography,24.7,7.1,59,0
Operation Finale,2018,122,PG-13,Biography,17.6,6.6,58,0
Ophelia,2018,114,PG-13,Romance,0.1,6.5,60,0
Overboard,2018,112,PG-13,Comedy,50.3,6,42,0
Overlord,2018,110,R,Horror,21.7,6.6,60,0
Pacific Rim: Uprising,2018,111,PG-13,Sci-Fi/Fantasy,59.9,5.6,44,0
"Paul, Apostle of Christ",2018,108,PG-13,Biography,17.6,6.5,52,0
Peppermint,2018,101,R,Action,35.4,6.4,29,0
Peter Rabbit,2018,95,PG,Comedy,115.3,6.5,51,0
Profile,2018,106,R,Thriller,1.7,6.7,54,0
Proud Mary,2018,89,R,Action,20.9,4.9,35,0
Puzzle,2018,103,R,Drama,2,6.7,66,0
Ralph Breaks the Internet,2018,112,PG,Animation,201.1,7,71,0
Rampage,2018,107,PG-13,Sci-Fi/Fantasy,101,6.1,45,0
Ready Player One,2018,140,PG-13,Sci-Fi/Fantasy,137.7,7.4,64,0
Red Sparrow,2018,140,R,Action,46.9,6.6,53,0
Replicas,2018,107,PG-13,Sci-Fi/Fantasy,4,5.4,19,0
Robin Hood,2018,116,PG-13,Action,30.8,5.3,32,0
Run the Race,2018,101,PG,Sport,6.4,6,35,0
Saint Judy,2018,106,PG-13,Biography,0.1,6.4,51,0
Samson,2018,110,PG-13,Action,4.7,4.4,17,0
Searching,2018,102,PG-13,Thriller,26,7.6,71,0
Second Act,2018,103,PG-13,Comedy,39.3,5.8,46,0
Sgt. Stubby: An American Hero,2018,84,PG,Animation,4,6.9,58,0
Sherlock Gnomes,2018,86,PG,Animation,43.2,5.2,36,0
Sicario: Day of the Soldado,2018,122,R,Action,50.1,7.1,61,0
Skate Kitchen,2018,106,R,Drama,0.2,6.8,72,0
Skyscraper,2018,102,PG-13,Action,68.4,5.8,51,0
Slender Man,2018,93,PG-13,Horror,30.6,3.2,30,0
Smallfoot,2018,96,PG,Animation,83.3,6.6,60,0
Solo: A Star Wars Story,2018,135,PG-13,Sci-Fi/Fantasy,213.8,6.9,62,0
Sorry to Bother You,2018,112,R,Sci-Fi/Fantasy,17.5,6.9,80,0
Spider-Man: Into the Spider-Verse,2018,117,PG,Animation,190.2,8.4,87,1
Stan & Ollie,2018,98,PG,Biography,5.5,7.2,75,0
Stockholm,2018,92,R,Biography,0.3,6.1,54,0
Super Troopers 2,2018,100,R,Comedy,30.6,6,41,0
SuperFly,2018,116,R,Action,20.5,5.2,52,0
Support the Girls,2018,93,R,Comedy,0.1,6.4,85,0
Suspiria,2018,152,R,Horror,2.5,6.7,64,0
Tag,2018,100,R,Comedy,54.7,6.5,56,0
Teen Spirit,2018,93,PG-13,Musical,0.4,6,57,0
Teen Titans GO! To the Movies,2018,84,PG,Animation,29.8,6.7,69,0
The 15:17 to Paris,2018,94,PG-13,Biography,36.3,5.3,45,0
The Catcher Was a Spy,2018,94,R,Biography,0.7,6.2,49,0
The Commuter,2018,104,PG-13,Action,36.3,6.3,56,0
The Darkest Minds,2018,104,PG-13,Action,12.7,5.7,39,0
The Equalizer 2,2018,121,R,Action,102.1,6.7,50,0
The Favourite,2018,119,R,Biography,34.4,7.5,91,1
The First Purge,2018,97,R,Horror,69.5,5.2,54,0
The Front Runner,2018,113,R,Biography,2,6.1,61,0
The Girl in the Spider's Web,2018,115,R,Action,14.8,6.1,43,0
The Grinch,2018,85,PG,Animation,271.4,6.3,51,0
The Happytime Murders,2018,91,R,Comedy,20.7,5.4,27,0
The Hate U Give,2018,133,PG-13,Drama,29.7,7.4,81,0
The House with a Clock in Its Walls,2018,105,PG,Family,68.5,6,57,0
The Hurricane Heist,2018,103,PG-13,Action,6.1,5.1,35,0
The Meg,2018,113,PG-13,Horror,145.5,5.6,46,0
The Miracle Season,2018,101,PG,Sport,10.2,6.4,44,0
The Mule,2018,116,R,Thriller,103.8,7,58,0
The Nightingale,2018,136,R,Thriller,0.4,7.3,77,0
The Nun,2018,96,R,Horror,117.5,5.3,46,0
The Nutcracker and the Four Realms,2018,99,PG,Family,54.9,5.5,39,0
The Oath,2018,93,R,Comedy,0.4,5.6,58,0
The Old Man & the Gun,2018,93,PG-13,Biography,11.3,6.7,80,0
The Possession of Hannah Grace,2018,86,R,Horror,14.8,5.2,37,0
The Predator,2018,107,R,Sci-Fi/Fantasy,51,5.3,48,0
The Public,2018,119,PG-13,Drama,0.6,6.6,46,0
The Seagull,2018,98,PG-13,Comedy,1.3,5.7,58,0
The Sisters Brothers,2018,122,R,Western,3.1,6.9,78,0
The Spy Who Dumped Me,2018,117,R,Comedy,33.6,6,52,0
The Strangers: Prey at Night,2018,85,R,Horror,24.6,5.2,48,0
The Wedding Guest,2018,96,R,Thriller,0.4,5.8,57,0
To Dust,2018,105,R,Comedy,0.2,5.9,66,0
Tomb Raider,2018,119,PG-13,Sci-Fi/Fantasy,58.3,6.3,48,0
Traffik,2018,96,R,Thriller,9.2,5.9,37,0
Trial by Fire,2018,127,R,Biography,0.1,7,51,0
Truth or Dare,2018,100,PG-13,Horror,41.4,5.2,35,0
Tully,2018,95,R,Comedy,9.4,6.9,75,0
Unbroken: Path to Redemption,2018,98,PG-13,Biography,6.2,5.7,39,0
Uncle Drew,2018,103,PG-13,Comedy,42.5,5.7,57,0
Unfriended: Dark Web,2018,92,R,Horror,8.9,6,53,0
Unsane,2018,98,R,Horror,7.7,6.4,63,0
Upgrade,2018,100,R,Sci-Fi/Fantasy,12,7.5,67,0
Venom,2018,112,PG-13,Sci-Fi/Fantasy,213.5,6.6,35,0
Vice,2018,132,R,Biography,47.8,7.2,61,1
Viper Club,2018,109,R,Drama,0.1,5.6,57,0
Vox Lux,2018,114,R,Musical,0.7,5.8,67,0
We the Animals,2018,94,R,Drama,0.4,6.9,82,0
Welcome to Marwen,2018,116,PG-13,Biography,10.8,6.2,40,0
What They Had,2018,101,R,Drama,0.3,6.7,69,0
White Boy Rick,2018,111,R,Drama,24,6.5,59,0
Widows,2018,129,R,Thriller,42.4,6.8,84,0
Wild Nights with Emily,2018,84,PG-13,Comedy,0.5,6.2,74,0
Wild Rose,2018,101,R,Musical,1.6,7.1,80,0
Wildlife,2018,105,PG-13,Drama,1.1,6.8,80,0
Winchester,2018,99,PG-13,Horror,25.1,5.4,28,0
1917,2019,119,R,Action,159.2,8.2,78,3
21 Bridges,2019,99,R,Thriller,28.5,6.6,51,0
3 from Hell,2019,115,R,Horror,2.2,5.4,50,0
47 Meters Down: Uncaged,2019,90,PG-13,Horror,22.3,5,43,0
A Beautiful Day in the Neighborhood,2019,109,PG,Biography,61.7,7.2,80,0
A Call to Spy,2019,123,PG-13,Biography,0.2,6.6,65,0
A Dog's Journey,2019,109,PG,Comedy,22.8,7.4,43,0
A Dog's Way Home,2019,96,PG,Family,42,6.7,50,0
A Hidden Life,2019,174,PG-13,Biography,1.7,7.3,78,0
A Madea Family Funeral,2019,109,PG-13,Comedy,73.3,4.5,39,0
Abominable,2019,97,PG,Animation,61.3,7,61,0
Ad Astra,2019,123,PG-13,Mystery,50.2,6.5,80,0
After,2019,105,PG-13,Romance,12.1,5.2,30,0
After the Wedding,2019,112,PG-13,Drama,1.6,6.3,50,0
Aladdin,2019,128,PG,Family,355.6,6.9,53,0
Alita: Battle Angel,2019,122,PG-13,Sci-Fi/Fantasy,85.8,7.3,53,0
American Skin,2019,90,R,Thriller,0.3,6.7,24,0
Angel Has Fallen,2019,121,R,Action,69,6.4,45,0
Anna,2019,118,R,Action,7.7,6.6,40,0
Annabelle Comes Home,2019,106,R,Horror,74.2,5.9,53,0
Arctic Dogs,2019,92,PG,Animation,5.8,4.7,28,0
Avengers: Endgame,2019,181,PG-13,Action,858.4,8.4,78,0
Beneath Us,2019,86,R,Horror,0.1,5.3,46,0
Black and Blue,2019,108,R,Action,22.1,6.4,54,0
Black Christmas,2019,92,PG-13,Horror,10.4,3.4,49,0
Blinded by the Light,2019,118,PG-13,Musical,11.9,6.9,71,0
Bombshell,2019,109,R,Biography,31.8,6.8,64,1
Booksmart,2019,102,R,Comedy,22.7,7.1,84,0
Breakthrough,2019,116,PG,Biography,40.7,6.2,46,0
Brightburn,2019,90,R,Horror,17.3,6.1,44,0
Brittany Runs a Marathon,2019,104,R,Comedy,7.2,6.8,72,0
Buddy Games,2019,90,R,Comedy,0.4,4.8,22,0
Captain Marvel,2019,123,PG-13,Sci-Fi/Fantasy,426.8,6.8,64,0
Captive State,2019,109,PG-13,Horror,6,6,54,0
Cats,2019,110,PG,Family,27.2,2.8,32,0
Charlie's Angels,2019,118,PG-13,Comedy,17.8,4.9,52,0
Child's Play,2019,90,R,Horror,29.2,5.7,48,0
Clemency,2019,112,R,Drama,0.4,6.5,77,0
Cold Pursuit,2019,119,R,Comedy,32.1,6.2,57,0
Come to Daddy,2019,96,R,Horror,0.1,6,64,0
Countdown,2019,90,PG-13,Horror,25.6,5.4,31,0
Crawl,2019,87,R,Horror,39,6.1,60,0
Dark Waters,2019,126,PG-13,Biography,11.1,7.6,73,0
Doctor Sleep,2019,152,R,Horror,31.6,7.3,59,0
Don't Let Go,2019,103,R,Horror,5.2,6.3,49,0
Dora and the Lost City of Gold,2019,102,PG,Comedy,60.5,6.1,63,0
Downton Abbey,2019,122,PG,Romance,96.9,7.4,64,0
Dumbo,2019,112,PG,Family,114.8,6.3,51,0
ECCO,2019,123,R,Thriller,0.1,5.7,31,0
Escape Room,2019,99,PG-13,Horror,57,6.4,48,0
Fast & Furious Presents: Hobbs & Shaw,2019,137,PG-13,Action,174,6.5,60,0
Fighting with My Family,2019,108,PG-13,Biography,23,7.1,68,0
First Cow,2019,122,PG-13,Western,0.1,7.1,89,0
Five Feet Apart,2019,116,PG-13,Romance,45.7,7.2,53,0
Ford v Ferrari,2019,152,PG-13,Biography,117.6,8.1,81,2
Frozen II,2019,103,PG,Animation,477.4,6.8,64,0
Gemini Man,2019,117,PG-13,Sci-Fi/Fantasy,48.5,5.7,38,0
Glass,2019,129,PG-13,Horror,111,6.6,43,0
Godzilla: King of the Monsters,2019,132,PG-13,Sci-Fi/Fantasy,110.5,6,48,0
Happy Death Day 2U,2019,100,PG-13,Horror,28.1,6.2,57,0
Harriet,2019,125,PG-13,Biography,43.1,6.6,66,0
Hellboy,2019,120,R,Sci-Fi/Fantasy,21.9,5.2,31,0
Honey Boy,2019,94,R,Drama,3,7.2,73,0
How to Train Your Dragon: The Hidden World,2019,104,PG,Animation,160.9,7.4,71,0
Hustlers,2019,110,R,Comedy,105,6.3,79,0
Isn't It Romantic,2019,89,PG-13,Musical,48.8,5.9,60,0
It Chapter Two,2019,169,R,Horror,211.6,6.5,58,0
Jay and Silent Bob Reboot,2019,105,R,Comedy,4.6,5.6,46,0
Jexi,2019,84,R,Sci-Fi/Fantasy,6.5,6,39,0
