title,year,runtime,maturity_rating,genre,box_office,rating_imdb,metascore,awards
The Invention of Lying,2009,100,PG-13,Sci-Fi/Fantasy,18.5,6.3,58,0
The Joneses,2009,96,R,Comedy,1.5,6.4,55,0
The Last House on the Left,2009,110,R,Thriller,32.8,6.5,42,0
The Limits of Control,2009,116,R,Mystery,0.4,6.2,41,0
The Lovely Bones,2009,135,PG-13,Sci-Fi/Fantasy,44.1,6.6,42,0
The Men Who Stare at Goats,2009,94,R,Comedy,32.4,6.2,54,0
The Messenger,2009,113,R,Romance,1.1,7.1,77,0
The Mighty Macs,2009,99,G,Sport,1.9,6.4,49,0
The Perfect Game,2009,118,PG,Family,1,6.8,42,0
The Pink Panther 2,2009,92,PG,Comedy,35.9,5.6,36,0
The Princess and the Frog,2009,97,G,Animation,104.4,7.1,73,0
The Private Lives of Pippa Lee,2009,98,R,Comedy,0.3,6.3,49,0
The Proposal,2009,108,PG-13,Comedy,164,6.7,48,0
The Road,2009,111,R,Drama,8.1,7.2,64,0
The Soloist,2009,117,PG-13,Biography,31.7,6.7,61,0
The Stepfather,2009,101,PG-13,Thriller,29.1,5.5,33,0
The Taking of Pelham 1 2 3,2009,106,R,Action,65.5,6.4,55,0
The Time Traveler's Wife,2009,107,PG-13,Sci-Fi/Fantasy,63.4,7.1,47,0
The Twilight Saga: New Moon,2009,130,PG-13,Sci-Fi/Fantasy,297.8,4.7,44,0
The Ugly Truth,2009,96,R,Comedy,88.9,6.4,28,0
The Unborn,2009,88,PG-13,Horror,42.7,4.7,30,0
The Uninvited,2009,87,PG-13,Horror,28.6,6.3,43,0
The Young Victoria,2009,105,PG,Biography,11,7.2,64,1
Thirst,2009,134,R,Horror,0.3,7.1,73,0
To Save a Life,2009,120,PG-13,Drama,3.8,6.8,19,0
Today's Special,2009,99,R,Comedy,0.3,6.6,57,0
Transformers: Revenge of the Fallen,2009,149,PG-13,Sci-Fi/Fantasy,402.1,5.9,35,0
Transylmania,2009,92,R,Horror,0.4,3.8,8,0
Underworld: Rise of the Lycans,2009,92,R,Sci-Fi/Fantasy,45.8,6.5,44,0
Up,2009,96,PG,Animation,293,8.3,88,2
Up in the Air,2009,109,R,Comedy,83.8,7.4,83,0
Watchmen,2009,162,R,Action,107.5,7.6,56,0
Whatever Works,2009,93,PG-13,Comedy,5.3,7.1,45,0
Where the Wild Things Are,2009,101,PG,Family,77.2,6.7,71,0
Whip It,2009,111,PG-13,Sport,13,6.9,68,0
White on Rice,2009,83,PG-13,Comedy,0.1,6.1,45,0
World's Greatest Dad,2009,99,R,Comedy,0.2,6.9,69,0
X-Men Origins: Wolverine,2009,107,PG-13,Sci-Fi/Fantasy,179.9,6.5,40,0
Year One,2009,97,PG-13,Comedy,43.3,4.9,34,0
Youth in Revolt,2009,90,R,Comedy,15.3,6.5,63,0
Zombieland,2009,88,R,Horror,75.6,7.6,73,0
127 Hours,2010,94,R,Biography,18.3,7.6,82,0
A Little Help,2010,105,R,Comedy,0.1,5.6,54,0
A Nightmare on Elm Street,2010,95,R,Horror,63.1,5.2,35,0
Alice in Wonderland,2010,108,PG,Family,334.2,6.4,53,2
All Good Things,2010,101,R,Mystery,0.6,6.3,57,0
Alpha and Omega,2010,90,PG,Animation,25.1,5.1,36,0
Amigo,2010,124,R,Drama,0.2,6.3,63,0
Another Year,2010,129,PG-13,Comedy,3.2,7.3,80,0
Beautiful Boy,2010,100,R,Drama,0.1,6.6,62,0
Beginners,2010,105,R,Comedy,5.8,7.2,81,1
Black Swan,2010,108,R,Thriller,107,8,79,1
Blood Done Sign My Name,2010,128,PG-13,Drama,0.1,6.5,49,0
Blue Valentine,2010,112,R,Romance,9.7,7.4,81,0
Buried,2010,95,R,Thriller,1,7,65,0
Burlesque,2010,119,PG-13,Musical,39.4,6.4,47,0
Cats & Dogs: The Revenge of Kitty Galore,2010,82,PG,Animation,43.6,4.3,30,0
Centurion,2010,97,R,Action,0.1,6.3,62,0
Charlie St. Cloud,2010,100,PG-13,Sci-Fi/Fantasy,31.2,6.4,37,0
Clash of the Titans,2010,106,PG-13,Sci-Fi/Fantasy,163.2,5.8,39,0
Conviction,2010,107,R,Biography,6.8,7.2,61,0
Cop Out,2010,107,R,Comedy,44.9,5.5,31,0
Country Strong,2010,117,PG-13,Musical,20.2,6.3,45,0
Crazy on the Outside,2010,96,PG-13,Comedy,0.1,5.5,21,0
Cyrus,2010,91,R,Comedy,7.5,6.3,74,0
Date Night,2010,88,PG-13,Comedy,98.7,6.3,56,0
Dear John,2010,108,PG-13,Romance,80,6.3,43,0
Death at a Funeral,2010,92,R,Comedy,42.7,5.7,51,0
Despicable Me,2010,95,PG,Animation,251.6,7.6,72,0
Devil,2010,80,PG-13,Horror,33.6,6.3,44,0
Diary of a Wimpy Kid,2010,94,PG,Family,64,6.2,56,0
Dinner for Schmucks,2010,114,PG-13,Comedy,73,5.9,56,0
Dirty Girl,2010,90,R,Comedy,0.1,6.4,37,0
Don't Be Afraid of the Dark,2010,99,R,Horror,24,5.5,56,0
Due Date,2010,95,R,Comedy,100.5,6.5,51,0
Dylan Dog: Dead of Night,2010,108,PG-13,Comedy,1.2,5.1,31,0
Easy A,2010,92,PG-13,Comedy,58.4,7,72,0
Eat Pray Love,2010,133,PG-13,Biography,80.6,5.8,50,0
Edge of Darkness,2010,117,R,Thriller,43.3,6.6,55,0
Everything Must Go,2010,97,R,Drama,2.7,6.4,65,0
Extraordinary Measures,2010,106,PG,Drama,12.1,6.4,45,0
Fair Game,2010,108,PG-13,Biography,9.5,6.8,69,0
Faster,2010,98,R,Action,23.2,6.4,44,0
Flipped,2010,90,PG,Comedy,1.8,7.7,45,0
For Colored Girls,2010,134,R,Drama,37.7,6.1,50,0
From Paris with Love,2010,92,R,Action,24.1,6.4,42,0
Frozen,2010,93,R,Thriller,0.2,6.1,43,0
Furry Vengeance,2010,92,PG,Family,17.6,3.8,23,0
Get Him to the Greek,2010,109,R,Musical,61,6.3,65,0
Going the Distance,2010,103,R,Comedy,17.8,6.3,51,0
Green Zone,2010,115,R,Action,35.1,6.8,63,0
Greenberg,2010,107,R,Comedy,4.2,6.1,76,0
Grown Ups,2010,102,PG-13,Comedy,162,5.9,30,0
Gulliver's Travels,2010,85,PG,Family,42.8,4.9,33,0
Happythankyoumoreplease,2010,100,R,Comedy,0.2,6.7,45,0
Harry Potter and the Deathly Hallows: Part 1,2010,146,PG-13,Family,296.4,7.7,65,0
Hatchet II,2010,85,R,Horror,0.1,5.4,49,0
Henry's Crime,2010,108,R,Comedy,0.1,5.9,49,0
Hereafter,2010,129,PG-13,Sci-Fi/Fantasy,32.7,6.5,56,0
Hesher,2010,106,R,Drama,0.4,6.9,45,0
High School,2010,99,R,Comedy,0.1,5.7,31,0
Holy Rollers,2010,89,R,Biography,0.3,5.8,51,0
Hot Tub Time Machine,2010,101,R,Sci-Fi/Fantasy,50.3,6.4,63,0
How Do You Know,2010,121,PG-13,Comedy,30.2,5.4,46,0
How to Train Your Dragon,2010,98,PG,Animation,217.6,8.1,75,0
Howl,2010,84,R,Biography,0.6,6.6,63,0
I Spit on Your Grave,2010,108,R,Horror,0.1,6.2,27,0
I'm Still Here,2010,108,R,Musical,0.4,6.2,48,0
Inception,2010,148,PG-13,Sci-Fi/Fantasy,292.6,8.8,74,4
Insidious,2010,103,PG-13,Horror,54,6.8,52,0
Iron Man 2,2010,124,PG-13,Sci-Fi/Fantasy,312.4,6.9,57,0
It's Kind of a Funny Story,2010,101,PG-13,Comedy,6.4,7.1,63,0
Jack Goes Boating,2010,91,R,Romance,0.5,6.3,64,0
Jonah Hex,2010,81,PG-13,Sci-Fi/Fantasy,10.5,4.7,33,0
Just Wright,2010,101,PG,Comedy,21.5,5.9,51,0
Kick-Ass,2010,117,R,Comedy,48.1,7.6,66,0
Killers,2010,100,PG-13,Comedy,47.1,5.4,21,0
Knight and Day,2010,109,PG-13,Comedy,76.4,6.3,46,0
Last Night,2010,93,R,Romance,0.1,6.5,50,0
Leap Year,2010,100,PG,Comedy,25.9,6.4,33,0
Legend of the Guardians: The Owls of Ga'Hoole,2010,97,PG,Animation,55.7,6.9,53,0
Legendary,2010,107,PG-13,Sport,0.2,6.1,39,0
Legion,2010,100,R,Horror,40.2,5.2,32,0
Leonie,2010,102,PG-13,Biography,0.1,6.1,40,0
Let Me In,2010,116,R,Horror,12.1,7.1,79,0
Letters to God,2010,110,PG,Drama,2.8,6.1,31,0
Letters to Juliet,2010,105,PG,Comedy,53,6.5,50,0
Life as We Know It,2010,115,PG-13,Comedy,53.4,6.5,39,0
Little Fockers,2010,98,PG-13,Comedy,148.4,5.5,27,0
Lottery Ticket,2010,99,PG-13,Comedy,24.7,5,50,0
Love & Other Drugs,2010,112,R,Comedy,32.4,6.7,55,0
Love Ranch,2010,117,R,Biography,0.1,5.6,37,0
MacGruber,2010,90,R,Comedy,8.5,5.6,43,0
Machete,2010,105,R,Action,26.6,6.6,60,0
Marmaduke,2010,99,PG,Family,33.6,4.3,30,0
Meek's Cutoff,2010,104,PG,Thriller,1,6.5,85,0
Megamind,2010,95,PG,Animation,148.4,7.3,63,0
Miral,2010,112,R,Drama,0.4,6.2,45,0
Mooz-Lum,2010,94,PG-13,Family,0.4,6.6,48,0
Morning Glory,2010,107,PG-13,Comedy,31,6.5,57,0
My Name Is Khan,2010,165,PG-13,Romance,4,7.9,50,0
My Soul to Take,2010,107,R,Horror,14.7,4.7,25,0
Nanny McPhee Returns,2010,109,PG,Family,29,6.1,52,0
Night Catches Us,2010,90,R,Romance,0.1,6.2,65,0
Our Family Wedding,2010,103,PG-13,Comedy,20.3,5,38,0
Paranormal Activity 2,2010,91,R,Horror,84.8,5.7,53,0
Percy Jackson & the Olympians: The Lightning Thief,2010,118,PG,Family,88.8,5.8,47,0
Piranha 3D,2010,88,R,Horror,25,5.5,53,0
Please Give,2010,87,R,Comedy,4,6.6,78,0
Predators,2010,107,R,Sci-Fi/Fantasy,52,6.4,51,0
Prince of Persia: The Sands of Time,2010,116,PG-13,Sci-Fi/Fantasy,90.8,6.6,50,0
Rabbit Hole,2010,91,PG-13,Drama,2.2,7,76,0
Ramona and Beezus,2010,104,G,Family,26.2,6.5,56,0
RED,2010,111,PG-13,Comedy,90.4,7,60,0
Remember Me,2010,113,PG-13,Romance,19.1,7.1,40,0
Repo Men,2010,111,R,Sci-Fi/Fantasy,13.8,6.3,32,0
Resident Evil: Afterlife,2010,96,R,Horror,60.1,5.8,37,0
Robin Hood,2010,140,PG-13,Action,105.3,6.6,53,0
Salt,2010,100,PG-13,Action,118.3,6.4,65,0
Saw: The Final Chapter,2010,90,R,Horror,45.7,5.5,24,0
Scott Pilgrim vs. the World,2010,112,PG-13,Sci-Fi/Fantasy,33.3,7.5,69,0
Secretariat,2010,123,PG,Family,59.7,7.2,61,0
Sex and the City 2,2010,146,R,Comedy,95.3,4.5,27,0
She's Out of My League,2010,104,R,Comedy,32,6.4,46,0
Shrek Forever After,2010,93,PG,Animation,238.7,6.3,58,0
Shutter Island,2010,138,R,Thriller,128,8.2,63,0
Skyline,2010,92,PG-13,Sci-Fi/Fantasy,21.4,4.5,26,0
Snowmen,2010,86,PG,Family,0.1,6,39,0
Somewhere,2010,97,R,Comedy,1.8,6.3,67,0
Standing Ovation,2010,105,PG,Musical,0.5,3,22,0
Step Up,2010,107,PG-13,Musical,42.4,6.1,45,0
Stone,2010,105,R,Thriller,1.8,5.4,58,0
Submarine,2010,97,R,Comedy,0.5,7.3,76,0
Super,2010,96,R,Comedy,0.3,6.7,50,0
Takers,2010,107,PG-13,Action,57.7,6.2,45,0
Tangled,2010,100,PG,Animation,200.8,7.7,71,0
The A-Team,2010,117,PG-13,Action,77.2,6.7,47,0
The American,2010,105,R,Action,35.6,6.3,61,0
The Back-up Plan,2010,104,PG-13,Comedy,37.5,5.3,34,0
The Book of Eli,2010,118,R,Action,94.8,6.8,53,0
The Bounty Hunter,2010,110,PG-13,Comedy,67.1,5.5,22,0
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,113,PG,Family,104.4,6.3,53,0
The Company Men,2010,104,R,Drama,4.4,6.7,69,0
The Conspirator,2010,122,PG-13,Drama,11.5,6.9,55,0
The Crazies,2010,101,R,Horror,39.1,6.5,56,0
The Debt,2010,113,R,Thriller,31.2,6.8,65,0
The Expendables,2010,103,R,Action,103.1,6.4,45,0
The Extra Man,2010,108,R,Comedy,0.5,5.8,56,0
The Fighter,2010,116,R,Biography,93.6,7.8,79,2
The First Grader,2010,103,PG-13,Biography,0.3,7.4,56,0
The Grace Card,2010,101,PG-13,Drama,2.4,6.2,43,0
The Karate Kid,2010,140,PG,Family,176.6,6.2,61,0
The Kids Are All Right,2010,106,R,Comedy,20.8,7,86,0
The Killer Inside Me,2010,109,R,Thriller,0.2,6.1,53,0
The King's Speech,2010,118,R,Biography,138.8,8,88,4
The Last Airbender,2010,103,PG,Family,131.8,4,20,0
The Last Exorcism,2010,87,PG-13,Horror,41,5.7,63,0
The Last Song,2010,108,PG,Musical,63,5.9,33,0
The Losers,2010,97,PG-13,Comedy,23.6,6.3,44,0
The Next Three Days,2010,133,PG-13,Action,21.1,7.3,52,0
The Other Guys,2010,107,PG-13,Comedy,119.2,6.6,64,0
The Romantics,2010,95,PG-13,Comedy,0.1,5,43,0
The Runaways,2010,106,R,Biography,3.6,6.5,65,0
The Social Network,2010,120,PG-13,Biography,97,7.8,95,3
The Sorcerer's Apprentice,2010,109,PG,Family,63.2,6.1,46,0
The Spy Next Door,2010,94,PG,Family,24.3,5.4,27,0
The Switch,2010,101,PG-13,Comedy,27.8,6.1,52,0
The Tempest,2010,110,PG-13,Sci-Fi/Fantasy,0.3,5.3,43,0
The Tourist,2010,103,PG-13,Action,67.6,6,37,0
The Town,2010,125,R,Thriller,92.2,7.5,74,0
The Twilight Saga: Eclipse,2010,124,PG-13,Action,300.5,5,58,0
The Virginity Hit,2010,86,R,Comedy,0.6,4.5,40,0
The Way,2010,123,PG-13,Comedy,4.4,7.3,64,0
The Way Back,2010,133,PG-13,Drama,2.7,7.3,66,0
The Wolfman,2010,103,R,Horror,62,5.8,43,1
Tooth Fairy,2010,101,PG,Family,60,5,36,0
Toy Story 3,2010,103,G,Animation,415,8.3,92,2
TRON: Legacy,2010,125,PG,Sci-Fi/Fantasy,172.1,6.8,49,0
True Grit,2010,110,PG-13,Western,171.2,7.6,80,0
Trust,2010,106,R,Thriller,0.1,6.9,60,0
Twelve,2010,93,R,Action,0.2,5.6,22,0
Unstoppable,2010,98,PG-13,Action,81.6,6.8,69,0
Valentine's Day,2010,125,PG-13,Comedy,110.5,5.7,34,0
Vampires Suck,2010,82,PG-13,Horror,36.7,3.4,18,0
Wall Street: Money Never Sleeps,2010,133,PG-13,Drama,52.5,6.2,59,0
Welcome to the Rileys,2010,110,R,Drama,0.2,6.9,50,0
When in Rome,2010,91,PG-13,Comedy,32.7,5.5,25,0
Why Did I Get Married Too?,2010,121,PG-13,Comedy,60.1,4.6,43,0
Winter's Bone,2010,100,R,Mystery,6.5,7.1,90,0
Yogi Bear,2010,81,PG,Animation,100.2,4.6,35,0
You Again,2010,105,PG,Comedy,25.7,5.7,28,0
You Will Meet a Tall Dark Stranger,2010,98,R,Comedy,3.2,6.3,51,0
10 Years,2011,110,PG-13,Comedy,0.2,6.1,61,0
30 Minutes or Less,2011,83,R,Comedy,37.1,6.1,49,0
360,2011,110,R,Romance,0.1,6.1,43,0
50/50,2011,100,R,Comedy,35,7.6,72,0
A Better Life,2011,98,PG-13,Romance,1.8,7.2,64,0
A Dangerous Method,2011,99,R,Biography,5.7,6.4,76,0
A Good Old Fashioned Orgy,2011,95,R,Comedy,0.2,6.1,44,0
A Very Harold & Kumar Christmas,2011,90,R,Comedy,35.1,6.2,61,0
Abduction,2011,106,PG-13,Action,28.1,5.1,25,0
Albert Nobbs,2011,113,R,Romance,3,6.7,57,0
Alvin and the Chipmunks: Chipwrecked,2011,87,G,Animation,133.1,4.3,24,0
Anonymous,2011,130,PG-13,Thriller,4.5,6.8,50,0
Another Earth,2011,92,PG-13,Sci-Fi/Fantasy,1.3,6.9,66,0
Apollo 18,2011,86,PG-13,Horror,17.7,5.2,24,0
Arthur,2011,110,PG-13,Comedy,33,5.7,36,0
Arthur Christmas,2011,97,PG,Animation,46.5,7.1,69,0
Atlas Shrugged: Part I,2011,97,PG-13,Sci-Fi/Fantasy,4.6,5.6,28,0
Bad Teacher,2011,92,R,Comedy,100.3,5.6,47,0
Battle Los Angeles,2011,116,PG-13,Sci-Fi/Fantasy,83.6,5.7,37,0
Beastly,2011,86,PG-13,Sci-Fi/Fantasy,27.9,5.5,40,0
Bellflower,2011,103,R,Romance,0.2,6.3,72,0
Bernie,2011,99,PG-13,Biography,9.2,6.8,75,0
"Big Mommas: Like Father, Like Son",2011,107,PG-13,Comedy,37.9,4.4,22,0
Bridesmaids,2011,125,R,Comedy,169.1,6.8,75,0
Bucky Larson: Born to Be a Star,2011,97,R,Comedy,2.5,3.3,9,0
Butter,2011,91,R,Comedy,0.1,6.2,40,0
Captain America: The First Avenger,2011,124,PG-13,Sci-Fi/Fantasy,176.7,6.9,66,0
Carnage,2011,80,R,Comedy,2.5,7.1,61,0
Cars 2,2011,106,G,Animation,191.5,6.2,57,0
Cedar Rapids,2011,87,R,Comedy,6.9,6.3,70,0
Circumstance,2011,107,R,Drama,0.5,5.9,65,0
Colombiana,2011,108,PG-13,Action,36.7,6.4,45,0
Conan the Barbarian,2011,113,R,Sci-Fi/Fantasy,21.3,5.1,36,0
Contagion,2011,106,PG-13,Thriller,75.7,6.8,70,0
Courageous,2011,130,PG-13,Drama,35,6.8,42,0
Cowboys & Aliens,2011,119,PG-13,Sci-Fi/Fantasy,100.2,6,50,0
"Crazy, Stupid, Love.",2011,118,PG-13,Comedy,84.4,7.4,68,0
Creature,2011,93,R,Horror,0.5,3.6,31,0
Damsels in Distress,2011,99,PG-13,Comedy,1,5.7,67,0
Diary of a Wimpy Kid: Rodrick Rules,2011,100,PG,Family,52.7,6.5,51,0
Dolphin Tale,2011,113,PG,Family,72.3,6.8,64,0
Dream House,2011,92,PG-13,Thriller,21.3,6,35,0
Drive,2011,100,R,Action,35.1,7.8,78,0
Drive Angry,2011,104,R,Sci-Fi/Fantasy,10.7,5.4,44,0
Extremely Loud & Incredibly Close,2011,129,PG-13,Mystery,31.8,6.9,46,0
Fast Five,2011,130,PG-13,Action,209.8,7.3,66,0
Final Destination 5,2011,92,R,Horror,42.6,5.9,50,0
Footloose,2011,113,PG-13,Musical,51.8,5.8,58,0
Friends with Benefits,2011,109,R,Comedy,55.8,6.5,63,0
Friends with Kids,2011,107,R,Comedy,7.3,6.1,55,0
Fright Night,2011,106,R,Horror,18.3,6.4,64,0
From Prada to Nada,2011,107,PG-13,Comedy,3,5.5,39,0
Ghost Rider: Spirit of Vengeance,2011,96,PG-13,Sci-Fi/Fantasy,51.8,4.3,34,0
Gnomeo & Juliet,2011,84,G,Animation,100,5.9,53,0
Go for It!,2011,105,PG-13,Musical,0.2,3.6,44,0
God Bless America,2011,105,R,Comedy,0.1,7.1,56,0
Goon,2011,92,R,Comedy,4.2,6.8,64,0
Green Lantern,2011,114,PG-13,Sci-Fi/Fantasy,116.6,5.5,39,0
Gun Hill Road,2011,86,R,Drama,0.1,6.4,55,0
Hall Pass,2011,105,R,Comedy,45.1,5.9,45,0
Hanna,2011,111,PG-13,Action,40.3,6.8,65,0
Happy Feet Two,2011,117,PG,Animation,64,5.8,50,0
Harry Potter and the Deathly Hallows: Part 2,2011,130,PG-13,Sci-Fi/Fantasy,381.4,8.1,85,0
Haywire,2011,93,R,Action,18.9,5.8,67,0
Higher Ground,2011,109,R,Drama,0.8,6.2,74,0
Hoodwinked 2: Hood vs. Evil,2011,87,PG,Animation,10.1,4.7,20,0
Hop,2011,95,PG,Animation,108.5,5.4,41,0
Horrible Bosses,2011,98,R,Comedy,117.5,6.9,57,0
Hugo,2011,126,PG,Family,73.9,7.5,83,5
I Am Number Four,2011,111,PG-13,Sci-Fi/Fantasy,55.1,6.1,36,0
I Don't Know How She Does It,2011,89,PG-13,Comedy,9.7,4.9,38,0
Immortals,2011,110,R,Sci-Fi/Fantasy,83.5,6,46,0
In the Land of Blood and Honey,2011,127,R,Romance,0.3,4.6,56,0
In Time,2011,109,PG-13,Sci-Fi/Fantasy,37.5,6.7,53,0
Intruders,2011,100,R,Horror,0.1,5.4,45,0
J. Edgar,2011,137,R,Biography,37.3,6.5,59,0
Jack and Jill,2011,91,PG,Comedy,74.2,3.3,23,0
Jane Eyre,2011,120,PG-13,Romance,11.2,7.3,76,0
"Jeff, Who Lives at Home",2011,83,R,Comedy,4.3,6.5,60,0
Johnny English Reborn,2011,101,PG,Comedy,8.3,6.3,46,0
Judy Moody and the Not Bummer Summer,2011,93,PG,Family,15,4.3,37,0
Jumping the Broom,2011,112,PG-13,Comedy,37.3,5.6,56,0
Just Go with It,2011,117,PG-13,Comedy,103,6.4,33,0
Kill the Irishman,2011,106,R,Biography,1.2,7,50,0
Kung Fu Panda 2,2011,90,PG,Animation,165.2,7.2,67,0
Larry Crowne,2011,98,PG-13,Comedy,35.6,6.1,41,0
Like Crazy,2011,86,PG-13,Romance,3.4,6.6,68,0
Limitless,2011,105,PG-13,Sci-Fi/Fantasy,79.2,7.4,59,0
Machine Gun Preacher,2011,129,R,Biography,0.5,6.7,43,0
Madea's Big Happy Family,2011,106,PG-13,Comedy,53.3,4.6,45,0
Margin Call,2011,107,R,Thriller,5.4,7.1,76,0
Mars Needs Moms,2011,88,PG,Animation,21.4,5.4,49,0
Martha Marcy May Marlene,2011,102,R,Thriller,3,6.8,75,0
Midnight in Paris,2011,94,PG-13,Sci-Fi/Fantasy,56.8,7.7,81,1
Mission: Impossible - Ghost Protocol,2011,132,PG-13,Action,209.4,7.4,73,0
Moneyball,2011,133,PG-13,Biography,75.6,7.6,87,0
Monte Carlo,2011,109,PG,Family,23.2,5.8,43,0
Mr. Popper's Penguins,2011,94,PG,Family,68.2,6,53,0
My Week with Marilyn,2011,99,R,Biography,14.6,6.9,65,0
Natural Selection,2011,90,R,Comedy,0.1,6.4,57,0
New Year's Eve,2011,118,PG-13,Comedy,54.5,5.6,22,0
No Strings Attached,2011,108,R,Comedy,70.7,6.2,50,0
October Baby,2011,107,PG-13,Drama,5.4,6.6,32,0
On the Ice,2011,96,R,Thriller,0.1,6.3,59,0
One Day,2011,107,PG-13,Romance,13.8,7,48,0
Our Idiot Brother,2011,90,R,Comedy,24.8,6.4,60,0
Paranormal Activity 3,2011,83,R,Horror,104,5.8,59,0
Pariah,2011,86,R,Drama,0.8,7.2,79,0
Paul,2011,104,R,Sci-Fi/Fantasy,37.4,6.9,57,0
"Peace, Love & Misunderstanding",2011,96,R,Musical,0.6,5.8,45,0
Pirates of the Caribbean: On Stranger Tides,2011,137,PG-13,Sci-Fi/Fantasy,241.1,6.6,45,0
Priest,2011,87,PG-13,Sci-Fi/Fantasy,29.1,5.7,41,0
Prom,2011,104,PG,Family,10.1,5.4,50,0
Puncture,2011,100,R,Biography,0.1,6.8,54,0
Puss in Boots,2011,90,PG,Animation,149.3,6.6,65,0
Rampart,2011,108,R,Drama,1,5.8,70,0
Rango,2011,107,PG,Animation,123.5,7.2,75,1
Real Steel,2011,127,PG-13,Sci-Fi/Fantasy,85.5,7,56,0
Red Riding Hood,2011,100,PG-13,Horror,37.7,5.4,29,0
Red State,2011,88,R,Horror,1.1,6.1,50,0
Restless,2011,91,PG-13,Romance,0.2,6.7,47,0
Rio,2011,96,PG,Animation,143.6,6.9,63,0
Rise of the Planet of the Apes,2011,105,PG-13,Sci-Fi/Fantasy,176.8,7.6,68,0
Sanctum,2011,108,R,Action,23.2,5.9,42,0
Scream 4,2011,111,R,Horror,38.2,6.2,52,0
Season of the Witch,2011,95,PG-13,Sci-Fi/Fantasy,24.8,5.4,28,0
Seeking Justice,2011,105,R,Action,0.4,6.1,38,0
Seven Days in Utopia,2011,100,G,Sport,4.4,6,37,0
Shark Night,2011,90,PG-13,Horror,18.9,4,22,0
Sherlock Holmes: A Game of Shadows,2011,129,PG-13,Action,186.8,7.4,48,0
Silent House,2011,86,R,Horror,12.8,5.2,49,0
Snow Flower and the Secret Fan,2011,104,PG-13,Drama,1.3,6.1,42,0
Something Borrowed,2011,112,PG-13,Comedy,39,5.8,36,0
Soul Surfer,2011,112,PG,Family,43.9,7,53,0
Sound of My Voice,2011,87,R,Sci-Fi/Fantasy,0.4,6.6,67,0
Source Code,2011,93,PG-13,Action,54.7,7.5,74,0
Spy Kids 4: All the Time in the World,2011,89,PG,Comedy,38.5,3.5,37,0
Straw Dogs,2011,110,R,Action,10.3,5.8,45,0
Sucker Punch,2011,110,PG-13,Sci-Fi/Fantasy,36.4,6,33,0
Super 8,2011,112,PG-13,Sci-Fi/Fantasy,127,7,72,0
Take Me Home Tonight,2011,114,R,Comedy,6.9,6.3,42,0
Take Shelter,2011,121,R,Sci-Fi/Fantasy,1.7,7.3,85,0
Terri,2011,105,R,Comedy,0.7,6.5,72,0
The Adjustment Bureau,2011,106,PG-13,Sci-Fi/Fantasy,62.5,7,60,0
The Adventures of Tintin,2011,107,PG,Animation,77.6,7.3,68,0
The Art of Getting By,2011,83,PG-13,Romance,1.4,6.5,36,0
The Artist,2011,100,PG-13,Comedy,44.7,7.9,89,5
The Beaver,2011,91,PG-13,Drama,1,6.6,60,0
The Big Year,2011,102,PG,Comedy,7.2,6.2,53,0
The Cabin in the Woods,2011,95,R,Horror,42.1,7,72,0
The Change-Up,2011,112,R,Sci-Fi/Fantasy,37.1,6.3,39,0
The Darkest Hour,2011,89,PG-13,Horror,21.4,4.9,18,0
The Descendants,2011,115,R,Comedy,82.6,7.3,84,1
The Details,2011,101,R,Comedy,0.1,6.1,56,0
The Dilemma,2011,111,PG-13,Comedy,48.5,5.3,46,0
The Double,2011,98,PG-13,Action,0.1,5.9,37,0
The Eagle,2011,114,PG-13,Action,19.5,6.2,55,0
The Future,2011,91,R,Sci-Fi/Fantasy,0.6,6.1,67,0
The Girl with the Dragon Tattoo,2011,158,R,Mystery,102.5,7.8,71,1
The Green Hornet,2011,119,PG-13,Comedy,98.8,5.8,39,0
The Grey,2011,117,R,Action,51.6,6.8,64,0
The Hangover Part II,2011,102,R,Comedy,254.5,6.4,44,0
The Help,2011,146,PG-13,Drama,169.7,8.1,62,1
The Ides of March,2011,101,R,Thriller,41,7.1,67,0
The Innkeepers,2011,101,R,Horror,0.1,5.5,64,0
The Lincoln Lawyer,2011,118,R,Mystery,58,7.3,63,0
The Mechanic,2011,93,R,Action,29.1,6.5,49,0
The Muppets,2011,120,PG,Family,88.6,7.1,75,1
The Music Never Stopped,2011,105,PG,Musical,0.3,7.5,60,0
The Oranges,2011,90,R,Comedy,0.4,5.8,46,0
The Perfect Family,2011,84,PG-13,Comedy,0.1,5.5,40,0
The Raid: Redemption,2011,101,R,Action,4.1,7.6,73,0
The Rite,2011,114,PG-13,Horror,33,6,38,0
The Roommate,2011,94,PG-13,Thriller,37.3,4.8,23,0
The Rum Diary,2011,119,R,Comedy,13.1,6.1,56,0
The Sitter,2011,81,R,Comedy,30.4,5.6,39,0
The Smurfs,2011,103,PG,Animation,142.6,5.4,30,0
The Thing,2011,103,R,Horror,16.9,6.2,49,0
The Three Musketeers,2011,110,PG-13,Sci-Fi/Fantasy,20.4,5.7,35,0
The Tree of Life,2011,139,PG-13,Sci-Fi/Fantasy,13.3,6.8,85,0
The Twilight Saga: Breaking Dawn - Part 1,2011,117,PG-13,Sci-Fi/Fantasy,281.3,4.9,45,0
There Be Dragons,2011,122,PG-13,Biography,1.1,5.7,33,0
